Name,pathway_id,pathway_label,pathway_source
L-Serine,WP3996,Ethanol effects on histone modifications,wiki
L-Serine,WP4142,Metabolism of sphingolipids in ER and Golgi apparatus,wiki
L-Serine,WP4259,Disorders of folate metabolism and transport,wiki
L-Serine,WP4290,Metabolic reprogramming in colon cancer,wiki
L-Serine,WP4297,Thiamine metabolic pathways,wiki
L-Serine,WP4504,Cysteine and methionine catabolism,wiki
L-Serine,WP4577,Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway,wiki
L-Serine,WP4589,Major receptors targeted by epinephrine and norepinephrine,wiki
L-Serine,WP4628,Aerobic glycolysis - augmented,wiki
L-Serine,WP4688,Serine metabolism,wiki
L-Serine,WP4725,Sphingolipid metabolism overview,wiki
L-Serine,WP4726,Sphingolipid metabolism: integrated pathway,wiki
L-Serine,WP5028,"Glycine metabolism, including IMDs",wiki
L-Serine,WP5029,Amino acid transport defects (IEMs),wiki
L-Serine,WP5049,Glycolysis in senescence,wiki
L-Serine,WP5121,Sphingolipid metabolism in senescence,wiki
L-Serine,WP5166,Glyoxylate metabolism,wiki
L-Serine,WP5194,Synthesis of ceramides and 1-deoxyceramides,wiki
L-Serine,WP5213,Amino acid metabolism in triple-negative breast cancer cells,wiki
L-Serine,WP5312,Metabolic pathways of fibroblasts,wiki
Taurine,map00120,Primary bile acid biosynthesis,kegg
Taurine,map00430,Taurine and Hypotaurine Metabolism,kegg
Taurine,R-HSA-159418,Recycling of bile acids and salts,reactome
Taurine,R-HSA-1614558,Degradation of cysteine and homocysteine,reactome
Taurine,R-HSA-1614635,Sulfur amino acid metabolism,reactome
Taurine,R-HSA-192105,Synthesis of bile acids and bile salts,reactome
Taurine,R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,reactome
Taurine,R-HSA-194068,Bile acid and bile salt metabolism,reactome
Taurine,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
Taurine,R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,reactome
Taurine,R-HSA-8963693,Aspartate and asparagine metabolism,reactome
Taurine,WP2333,Trans-sulfuration pathway,wiki
Taurine,WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",wiki
Taurine,WP2848,Pluripotent stem cell differentiation pathway,wiki
Taurine,WP4292,Methionine metabolism leading to sulfur amino acids and related disorders,wiki
Taurine,WP4504,Cysteine and methionine catabolism,wiki
Taurine,WP5176,Disorders of bile acid synthesis and biliary transport,wiki
Taurine,WP715,Amino acid conjugation,wiki
Cytosine,R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",reactome
Cytosine,R-HSA-83936,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,reactome
Cytosine,WP3585,Cytosine methylation,wiki
Cytosine,WP4584,Biomarkers for pyrimidine metabolism disorders,wiki
Uracil,map00410,beta-Alanine metabolism,kegg
Uracil,R-HSA-110329,Cleavage of the damaged pyrimidine,reactome
Uracil,R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",reactome
Uracil,R-HSA-73614,Pyrimidine salvage,reactome
Uracil,R-HSA-73621,Pyrimidine catabolism,reactome
Uracil,R-HSA-73884,Base Excision Repair,reactome
Uracil,R-HSA-73928,Depyrimidination,reactome
Uracil,R-HSA-73929,"Base-Excision Repair, AP Site Formation",reactome
Uracil,R-HSA-83936,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,reactome
Uracil,R-HSA-8956319,Nucleotide catabolism,reactome
Uracil,R-HSA-8956321,Nucleotide salvage,reactome
Uracil,WP4022,Pyrimidine metabolism,wiki
Uracil,WP4157,GABA metabolism (aka GHB),wiki
Uracil,WP4225,Pyrimidine metabolism and related diseases,wiki
Uracil,WP4584,Biomarkers for pyrimidine metabolism disorders,wiki
Uracil,WP4595,Urea cycle and associated pathways,wiki
Creatinine,R-HSA-549127,Organic cation transport,reactome
Creatinine,R-HSA-549132,Organic cation/anion/zwitterion transport,reactome
Creatinine,R-HSA-71288,Creatine metabolism,reactome
Creatinine,WP1533,Vitamin B12 metabolism,wiki
Creatinine,WP497,Urea cycle and metabolism of amino groups,wiki
Creatinine,WP5190,Creatine pathway,wiki
Creatine,map00330,Arginine and proline metabolism,kegg
Creatine,R-HSA-71288,Creatine metabolism,reactome
Creatine,WP1495,Glycine metabolism,wiki
Creatine,WP4583,Biomarkers for urea cycle disorders,wiki
Creatine,WP4584,Biomarkers for pyrimidine metabolism disorders,wiki
Creatine,WP4628,Aerobic glycolysis - augmented,wiki
Creatine,WP497,Urea cycle and metabolism of amino groups,wiki
Creatine,WP5190,Creatine pathway,wiki
D-Proline,map00330,Arginine and proline metabolism,kegg
Dl-Valine,WP4686,"Leucine, isoleucine and valine metabolism",wiki
Dl-Valine,WP5029,Amino acid transport defects (IEMs),wiki
L-Threonine,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
L-Threonine,R-HSA-379716,Cytosolic tRNA aminoacylation,reactome
L-Threonine,R-HSA-379724,tRNA Aminoacylation,reactome
L-Threonine,R-HSA-379726,Mitochondrial tRNA aminoacylation,reactome
L-Threonine,R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,reactome
L-Threonine,R-HSA-8849175,Threonine catabolism,reactome
L-Threonine,WP3953,"mRNA, protein, and metabolite inducation pathway by cyclosporin A",wiki
L-Threonine,WP4583,Biomarkers for urea cycle disorders,wiki
L-Threonine,WP4589,Major receptors targeted by epinephrine and norepinephrine,wiki
5-Methylcytosine,R-HSA-212300,PRC2 methylates histones and DNA,reactome
5-Methylcytosine,R-HSA-427413,NoRC negatively regulates rRNA expression,reactome
5-Methylcytosine,R-HSA-5221030,"TET1,2,3 and TDG demethylate DNA",reactome
5-Methylcytosine,R-HSA-5250941,Negative epigenetic regulation of rRNA expression,reactome
5-Methylcytosine,R-HSA-5334118,DNA methylation,reactome
5-Methylcytosine,R-HSA-73728,RNA Polymerase I Promoter Opening,reactome
5-Methylcytosine,R-HSA-73854,RNA Polymerase I Promoter Clearance,reactome
5-Methylcytosine,R-HSA-73864,RNA Polymerase I Transcription,reactome
5-Methylcytosine,R-HSA-9816359,Maternal to zygotic transition (MZT),reactome
5-Methylcytosine,R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),reactome
5-Methylcytosine,R-HSA-9842860,Regulation of endogenous retroelements,reactome
5-Methylcytosine,R-HSA-9845323,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),reactome
5-Methylcytosine,WP3585,Cytosine methylation,wiki
D-Lysine,map00310,Lysine degradation,kegg
D-Lysine,map00780,Biotin Metabolism,kegg
L-Pyroglutamic Acid,map00480,Glutathione metabolism,kegg
L-Pyroglutamic Acid,R-HSA-156590,Glutathione conjugation,reactome
L-Pyroglutamic Acid,R-HSA-174403,Glutathione synthesis and recycling,reactome
L-Pyroglutamic Acid,R-HSA-5578998,Defective OPLAH causes OPLAHD,reactome
L-Pyroglutamic Acid,R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,reactome
L-Pyroglutamic Acid,WP100,Glutathione metabolism,wiki
L-Pyroglutamic Acid,WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",wiki
L-Glutamic Acid,map00250,"Alanine, aspartate and glutamate metabolism",kegg
L-Glutamic Acid,map00270,Methionine Metabolism,kegg
L-Glutamic Acid,map00280,"Valine, leucine and isoleucine degradation",kegg
L-Glutamic Acid,map00310,Lysine degradation,kegg
L-Glutamic Acid,map00330,Arginine and proline metabolism,kegg
L-Glutamic Acid,map00340,Histidine metabolism,kegg
L-Glutamic Acid,map00350,Tyrosine metabolism,kegg
L-Glutamic Acid,map00360,Phenylalanine and Tyrosine Metabolism,kegg
L-Glutamic Acid,map00380,Tryptophan metabolism,kegg
L-Glutamic Acid,map00410,beta-Alanine metabolism,kegg
L-Glutamic Acid,map00480,Glutathione metabolism,kegg
L-Glutamic Acid,map00520,Amino Sugar Metabolism,kegg
L-Glutamic Acid,map00590,Arachidonic Acid Metabolism,kegg
L-Glutamic Acid,map00640,Propanoate metabolism,kegg
L-Glutamic Acid,map00670,One carbon pool by folate,kegg
L-Glutamic Acid,map00760,Nicotinate and nicotinamide metabolism,kegg
L-Glutamic Acid,map00910,Nitrogen metabolism,kegg
L-Glutamic Acid,R-HSA-112310,Neurotransmitter release cycle,reactome
L-Glutamic Acid,R-HSA-112313,Neurotransmitter uptake and metabolism In glial cells,reactome
L-Glutamic Acid,R-HSA-156590,Glutathione conjugation,reactome
L-Glutamic Acid,R-HSA-1614558,Degradation of cysteine and homocysteine,reactome
L-Glutamic Acid,R-HSA-1614635,Sulfur amino acid metabolism,reactome
L-Glutamic Acid,R-HSA-174403,Glutathione synthesis and recycling,reactome
L-Glutamic Acid,R-HSA-196757,Metabolism of folate and pterines,reactome
L-Glutamic Acid,R-HSA-196807,Nicotinate metabolism,reactome
L-Glutamic Acid,R-HSA-210455,Astrocytic Glutamate-Glutamine Uptake And Metabolism,reactome
L-Glutamic Acid,R-HSA-210500,Glutamate Neurotransmitter Release Cycle,reactome
L-Glutamic Acid,R-HSA-2142691,Synthesis of Leukotrienes (LT) and Eoxins (EX),reactome
L-Glutamic Acid,R-HSA-2682334,EPH-Ephrin signaling,reactome
L-Glutamic Acid,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
L-Glutamic Acid,R-HSA-379716,Cytosolic tRNA aminoacylation,reactome
L-Glutamic Acid,R-HSA-379724,tRNA Aminoacylation,reactome
L-Glutamic Acid,R-HSA-379726,Mitochondrial tRNA aminoacylation,reactome
L-Glutamic Acid,R-HSA-3928662,EPHB-mediated forward signaling,reactome
L-Glutamic Acid,R-HSA-399710,Activation of AMPA receptors,reactome
L-Glutamic Acid,R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",reactome
L-Glutamic Acid,R-HSA-420499,Class C/3 (Metabotropic glutamate/pheromone receptors),reactome
L-Glutamic Acid,R-HSA-428643,Organic anion transporters,reactome
L-Glutamic Acid,R-HSA-438064,Post NMDA receptor activation events,reactome
L-Glutamic Acid,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",reactome
L-Glutamic Acid,R-HSA-442742,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,reactome
L-Glutamic Acid,R-HSA-442755,Activation of NMDA receptors and postsynaptic events,reactome
L-Glutamic Acid,R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,reactome
L-Glutamic Acid,R-HSA-446210,Synthesis of UDP-N-acetyl-glucosamine,reactome
L-Glutamic Acid,R-HSA-446219,Synthesis of substrates in N-glycan biosythesis,reactome
L-Glutamic Acid,R-HSA-451306,Ionotropic activity of kainate receptors,reactome
L-Glutamic Acid,R-HSA-451307,Activation of Na-permeable kainate receptors,reactome
L-Glutamic Acid,R-HSA-451308,Activation of Ca-permeable Kainate Receptor,reactome
L-Glutamic Acid,R-HSA-451326,Activation of kainate receptors upon glutamate binding,reactome
L-Glutamic Acid,R-HSA-499943,Interconversion of nucleotide di- and triphosphates,reactome
L-Glutamic Acid,R-HSA-500657,Presynaptic function of Kainate receptors,reactome
L-Glutamic Acid,R-HSA-500753,Pyrimidine biosynthesis,reactome
L-Glutamic Acid,R-HSA-5423646,Aflatoxin activation and detoxification,reactome
L-Glutamic Acid,R-HSA-5578999,Defective GCLC causes HAGGSD,reactome
L-Glutamic Acid,R-HSA-5579029,Metabolic disorders of biological oxidation enzymes,reactome
L-Glutamic Acid,R-HSA-5619062,Defective SLC1A3 causes episodic ataxia 6 (EA6),reactome
L-Glutamic Acid,R-HSA-5619067,Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA),reactome
L-Glutamic Acid,R-HSA-5619076,Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25),reactome
L-Glutamic Acid,R-HSA-5628897,TP53 Regulates Metabolic Genes,reactome
L-Glutamic Acid,R-HSA-6794362,Protein-protein interactions at synapses,reactome
L-Glutamic Acid,R-HSA-70263,Gluconeogenesis,reactome
L-Glutamic Acid,R-HSA-70268,Pyruvate metabolism,reactome
L-Glutamic Acid,R-HSA-70326,Glucose metabolism,reactome
L-Glutamic Acid,R-HSA-70635,Urea cycle,reactome
L-Glutamic Acid,R-HSA-70688,Proline catabolism,reactome
L-Glutamic Acid,R-HSA-70895,Branched-chain amino acid catabolism,reactome
L-Glutamic Acid,R-HSA-70921,Histidine catabolism,reactome
L-Glutamic Acid,R-HSA-71064,Lysine catabolism,reactome
L-Glutamic Acid,R-HSA-71240,Tryptophan catabolism,reactome
L-Glutamic Acid,R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,reactome
L-Glutamic Acid,R-HSA-8849932,Synaptic adhesion-like molecules,reactome
L-Glutamic Acid,R-HSA-888568,GABA synthesis,reactome
L-Glutamic Acid,R-HSA-888590,"GABA synthesis, release, reuptake and degradation",reactome
L-Glutamic Acid,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,reactome
L-Glutamic Acid,R-HSA-8956320,Nucleotide biosynthesis,reactome
L-Glutamic Acid,R-HSA-8963684,Tyrosine catabolism,reactome
L-Glutamic Acid,R-HSA-8963691,Phenylalanine and tyrosine metabolism,reactome
L-Glutamic Acid,R-HSA-8963693,Aspartate and asparagine metabolism,reactome
L-Glutamic Acid,R-HSA-8964539,Glutamate and glutamine metabolism,reactome
L-Glutamic Acid,R-HSA-8964540,Alanine metabolism,reactome
L-Glutamic Acid,R-HSA-9018677,Biosynthesis of DHA-derived SPMs,reactome
L-Glutamic Acid,R-HSA-9026395,Biosynthesis of DHA-derived sulfido conjugates,reactome
L-Glutamic Acid,R-HSA-9026762,Biosynthesis of maresin conjugates in tissue regeneration (MCTR),reactome
L-Glutamic Acid,R-HSA-9026766,Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR),reactome
L-Glutamic Acid,R-HSA-916853,Degradation of GABA,reactome
L-Glutamic Acid,R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,reactome
L-Glutamic Acid,R-HSA-9620244,Long-term potentiation,reactome
L-Glutamic Acid,R-HSA-9659379,Sensory processing of sound,reactome
L-Glutamic Acid,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,reactome
L-Glutamic Acid,R-HSA-9664535,LTC4-CYSLTR mediated IL4 production,reactome
L-Glutamic Acid,R-HSA-9717189,Sensory perception of taste,reactome
L-Glutamic Acid,R-HSA-9717207,"Sensory perception of sweet, bitter, and umami (glutamate) taste",reactome
L-Glutamic Acid,R-HSA-9748787,Azathioprine ADME,reactome
L-Glutamic Acid,R-HSA-9753281,Paracetamol ADME,reactome
L-Glutamic Acid,R-HSA-977347,Serine biosynthesis,reactome
L-Glutamic Acid,R-HSA-9856872,Malate-aspartate shuttle,reactome
L-Glutamic Acid,WP100,Glutathione metabolism,wiki
L-Glutamic Acid,WP2333,Trans-sulfuration pathway,wiki
L-Glutamic Acid,WP2447,Amyotrophic lateral sclerosis (ALS),wiki
L-Glutamic Acid,WP2485,NAD biosynthesis II from tryptophan,wiki
L-Glutamic Acid,WP3580,Methionine de novo and salvage pathway,wiki
L-Glutamic Acid,WP3602,Metabolism overview,wiki
L-Glutamic Acid,WP3853,ERK pathway in Huntington's disease,wiki
L-Glutamic Acid,WP3869,Cannabinoid receptor signaling,wiki
L-Glutamic Acid,WP4008,NO/cGMP/PKG mediated neuroprotection,wiki
L-Glutamic Acid,WP4157,GABA metabolism (aka GHB),wiki
L-Glutamic Acid,WP4159,GABA receptor signaling,wiki
L-Glutamic Acid,WP4222,Phosphodiesterases in neuronal function,wiki
L-Glutamic Acid,WP4224,Purine metabolism and related disorders,wiki
L-Glutamic Acid,WP4225,Pyrimidine metabolism and related diseases,wiki
L-Glutamic Acid,WP4228,Vitamin B6-dependent and responsive disorders,wiki
L-Glutamic Acid,WP4259,Disorders of folate metabolism and transport,wiki
L-Glutamic Acid,WP4315,Malate-aspartate shuttle,wiki
L-Glutamic Acid,WP4504,Cysteine and methionine catabolism,wiki
L-Glutamic Acid,WP4571,Urea cycle and related diseases,wiki
L-Glutamic Acid,WP4583,Biomarkers for urea cycle disorders,wiki
L-Glutamic Acid,WP4595,Urea cycle and associated pathways,wiki
L-Glutamic Acid,WP4661,Amino acid metabolism pathway excerpt: histidine catabolism extension,wiki
L-Glutamic Acid,WP4688,Serine metabolism,wiki
L-Glutamic Acid,WP497,Urea cycle and metabolism of amino groups,wiki
L-Glutamic Acid,WP5026,Proline and hydroxyproline pathways,wiki
L-Glutamic Acid,WP5029,Amino acid transport defects (IEMs),wiki
L-Glutamic Acid,WP5094,Orexin receptor pathway,wiki
L-Glutamic Acid,WP5213,Amino acid metabolism in triple-negative breast cancer cells,wiki
L-Glutamic Acid,WP5312,Metabolic pathways of fibroblasts,wiki
L-Glutamic Acid,WP5402,10q22q23 copy number variation,wiki
L-Glutamic Acid,WP550,Biogenic amine synthesis,wiki
L-Pipecolinic Acid,map00310,Lysine degradation,kegg
L-Pipecolinic Acid,R-HSA-71064,Lysine catabolism,reactome
L-Pipecolinic Acid,WP4228,Vitamin B6-dependent and responsive disorders,wiki
N-Acetylputrescine,WP4157,GABA metabolism (aka GHB),wiki
L-Hydroxyproline,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
L-Hydroxyproline,R-HSA-389661,Glyoxylate metabolism and glycine degradation,reactome
L-Hydroxyproline,R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,reactome
L-Hydroxyproline,R-HSA-70688,Proline catabolism,reactome
L-Hydroxyproline,WP5166,Glyoxylate metabolism,wiki
Leucine,map00280,"Valine, leucine and isoleucine degradation",kegg
Leucine,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
Leucine,R-HSA-379716,Cytosolic tRNA aminoacylation,reactome
Leucine,R-HSA-379724,tRNA Aminoacylation,reactome
Leucine,R-HSA-379726,Mitochondrial tRNA aminoacylation,reactome
Leucine,R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,reactome
Leucine,R-HSA-5619044,Defective SLC6A19 causes Hartnup disorder (HND),reactome
Leucine,R-HSA-5619094,Variant SLC6A14 may confer susceptibility towards obesity,reactome
Leucine,R-HSA-5619113,Defective SLC3A1 causes cystinuria (CSNU),reactome
Leucine,R-HSA-5659735,Defective SLC6A19 causes Hartnup disorder (HND),reactome
Leucine,R-HSA-5660862,Defective SLC7A7 causes lysinuric protein intolerance (LPI),reactome
Leucine,R-HSA-5660883,Defective SLC7A9 causes cystinuria (CSNU),reactome
Leucine,R-HSA-70895,Branched-chain amino acid catabolism,reactome
Leucine,R-HSA-71240,Tryptophan catabolism,reactome
Leucine,R-HSA-9639288,Amino acids regulate mTORC1,reactome
Leucine,WP3953,"mRNA, protein, and metabolite inducation pathway by cyclosporin A",wiki
Leucine,WP4686,"Leucine, isoleucine and valine metabolism",wiki
Leucine,WP5175,Disorders in ketone body synthesis,wiki
Asparagine,map00250,"Alanine, aspartate and glutamate metabolism",kegg
Asparagine,map00910,Nitrogen metabolism,kegg
Asparagine,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
Asparagine,R-HSA-379716,Cytosolic tRNA aminoacylation,reactome
Asparagine,R-HSA-379724,tRNA Aminoacylation,reactome
Asparagine,R-HSA-379726,Mitochondrial tRNA aminoacylation,reactome
Asparagine,R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,reactome
Asparagine,R-HSA-5676934,Protein repair,reactome
Asparagine,R-HSA-8963693,Aspartate and asparagine metabolism,reactome
Asparagine,WP106,Alanine and aspartate metabolism,wiki
Asparagine,WP3953,"mRNA, protein, and metabolite inducation pathway by cyclosporin A",wiki
Asparagine,WP4290,Metabolic reprogramming in colon cancer,wiki
L(+)-Ornithine,map00330,Arginine and proline metabolism,kegg
L(+)-Ornithine,R-HSA-351202,Metabolism of polyamines,reactome
L(+)-Ornithine,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
L(+)-Ornithine,R-HSA-420499,Class C/3 (Metabotropic glutamate/pheromone receptors),reactome
L(+)-Ornithine,R-HSA-70635,Urea cycle,reactome
L(+)-Ornithine,R-HSA-71288,Creatine metabolism,reactome
L(+)-Ornithine,R-HSA-8964539,Glutamate and glutamine metabolism,reactome
L(+)-Ornithine,WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",wiki
L(+)-Ornithine,WP3580,Methionine de novo and salvage pathway,wiki
L(+)-Ornithine,WP3602,Metabolism overview,wiki
L(+)-Ornithine,WP4225,Pyrimidine metabolism and related diseases,wiki
L(+)-Ornithine,WP4571,Urea cycle and related diseases,wiki
L(+)-Ornithine,WP4583,Biomarkers for urea cycle disorders,wiki
L(+)-Ornithine,WP4595,Urea cycle and associated pathways,wiki
L(+)-Ornithine,WP497,Urea cycle and metabolism of amino groups,wiki
L(+)-Ornithine,WP5026,Proline and hydroxyproline pathways,wiki
L(+)-Ornithine,WP5078,T cell modulation in pancreatic cancer,wiki
L(+)-Ornithine,WP661,Glucose homeostasis,wiki
Adenine,R-HSA-110331,Cleavage of the damaged purine,reactome
Adenine,R-HSA-1237112,Methionine salvage pathway,reactome
Adenine,R-HSA-1614635,Sulfur amino acid metabolism,reactome
Adenine,R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",reactome
Adenine,R-HSA-5619063,Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS),reactome
Adenine,R-HSA-73884,Base Excision Repair,reactome
Adenine,R-HSA-73927,Depurination,reactome
Adenine,R-HSA-73929,"Base-Excision Repair, AP Site Formation",reactome
Adenine,R-HSA-74217,Purine salvage,reactome
Adenine,R-HSA-83936,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,reactome
Adenine,R-HSA-8956321,Nucleotide salvage,reactome
Adenine,R-HSA-9734195,Defective APRT disrupts adenine salvage,reactome
Adenine,R-HSA-9734207,Nucleotide salvage defects,reactome
Adenine,R-HSA-9735804,Diseases of nucleotide metabolism,reactome
Adenine,WP3580,Methionine de novo and salvage pathway,wiki
Adenine,WP4224,Purine metabolism and related disorders,wiki
Adenine,WP4792,Purine metabolism,wiki
Adenine,WP5078,T cell modulation in pancreatic cancer,wiki
Adenine,WP80,Nucleotide GPCRs,wiki
Hypoxanthtine,R-HSA-110331,Cleavage of the damaged purine,reactome
Hypoxanthtine,R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",reactome
Hypoxanthtine,R-HSA-73884,Base Excision Repair,reactome
Hypoxanthtine,R-HSA-73927,Depurination,reactome
Hypoxanthtine,R-HSA-73929,"Base-Excision Repair, AP Site Formation",reactome
Hypoxanthtine,R-HSA-74217,Purine salvage,reactome
Hypoxanthtine,R-HSA-74259,Purine catabolism,reactome
Hypoxanthtine,R-HSA-83936,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,reactome
Hypoxanthtine,R-HSA-8956319,Nucleotide catabolism,reactome
Hypoxanthtine,R-HSA-8956321,Nucleotide salvage,reactome
Hypoxanthtine,R-HSA-9734207,Nucleotide salvage defects,reactome
Hypoxanthtine,R-HSA-9734281,Defective HPRT1 disrupts guanine and hypoxanthine salvage,reactome
Hypoxanthtine,R-HSA-9735804,Diseases of nucleotide metabolism,reactome
Hypoxanthtine,WP4224,Purine metabolism and related disorders,wiki
Hypoxanthtine,WP4792,Purine metabolism,wiki
Hypoxanthtine,WP661,Glucose homeostasis,wiki
L-2-Aminoadipic Acid,map00310,Lysine degradation,kegg
L-2-Aminoadipic Acid,R-HSA-71064,Lysine catabolism,reactome
L-2-Aminoadipic Acid,WP4228,Vitamin B6-dependent and responsive disorders,wiki
L-2-Aminoadipic Acid,WP4519,"Cerebral organic acidurias, including diseases",wiki
Acetylcholine,map00564,Phospholipid Biosynthesis,kegg
Acetylcholine,R-HSA-112310,Neurotransmitter release cycle,reactome
Acetylcholine,R-HSA-112311,Neurotransmitter clearance,reactome
Acetylcholine,R-HSA-1483191,Synthesis of PC,reactome
Acetylcholine,R-HSA-181431,Acetylcholine binding and downstream events,reactome
Acetylcholine,R-HSA-264642,Acetylcholine Neurotransmitter Release Cycle,reactome
Acetylcholine,R-HSA-2980736,Peptide hormone metabolism,reactome
Acetylcholine,R-HSA-375280,Amine ligand-binding receptors,reactome
Acetylcholine,R-HSA-381771,"Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)",reactome
Acetylcholine,R-HSA-390648,Muscarinic acetylcholine receptors,reactome
Acetylcholine,R-HSA-399997,Acetylcholine regulates insulin secretion,reactome
Acetylcholine,R-HSA-400508,"Incretin synthesis, secretion, and inactivation",reactome
Acetylcholine,R-HSA-422356,Regulation of insulin secretion,reactome
Acetylcholine,R-HSA-622323,Presynaptic nicotinic acetylcholine receptors,reactome
Acetylcholine,R-HSA-622327,Postsynaptic nicotinic acetylcholine receptors,reactome
Acetylcholine,R-HSA-629587,Highly sodium permeable postsynaptic acetylcholine nicotinic receptors,reactome
Acetylcholine,R-HSA-629594,Highly calcium permeable postsynaptic nicotinic acetylcholine receptors,reactome
Acetylcholine,R-HSA-629597,Highly calcium permeable nicotinic acetylcholine receptors,reactome
Acetylcholine,R-HSA-9659379,Sensory processing of sound,reactome
Acetylcholine,R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea,reactome
Acetylcholine,R-HSA-9667769,Acetylcholine inhibits contraction of outer hair cells,reactome
Acetylcholine,WP2525,"Trans-sulfuration, one-carbon metabolism and related pathways",wiki
Acetylcholine,WP2596,Gastric acid production,wiki
Acetylcholine,WP2597,Secretion of hydrochloric acid in parietal cells,wiki
Acetylcholine,WP4195,Phosphatidylcholine catabolism,wiki
Acetylcholine,WP4698,Vitamin D-sensitive calcium signaling in depression,wiki
Acetylcholine,WP4932,7q11.23 copy number variation syndrome,wiki
Acetylcholine,WP4942,15q13.3 copy number variation syndrome,wiki
Acetylcholine,WP5055,Burn wound healing,wiki
Acetylcholine,WP528,Acetylcholine synthesis,wiki
Acetylcholine,WP5352,10q11.21q11.23 copy number variation syndrome,wiki
Acetylcholine,WP5360,KCNQ2-related epilepsies,wiki
Acetylcholine,WP5407,15q11q13 copy number variation,wiki
Acetylcholine,WP550,Biogenic amine synthesis,wiki
Acetylcholine,WP58,Monoamine GPCRs,wiki
Dl-Glutamine,WP4157,GABA metabolism (aka GHB),wiki
Dl-Glutamine,WP4290,Metabolic reprogramming in colon cancer,wiki
Dl-Glutamine,WP4504,Cysteine and methionine catabolism,wiki
Dl-Glutamine,WP5029,Amino acid transport defects (IEMs),wiki
Dl-Glutamine,WP5049,Glycolysis in senescence,wiki
Dl-Glutamine,WP5220,Metabolic reprogramming in pancreatic cancer,wiki
Dl-Glutamine,WP5314,Lactate shuttle in glial cells,wiki
Guanine,R-HSA-425397,"Transport of vitamins, nucleosides, and related molecules",reactome
Guanine,R-HSA-6782315,tRNA modification in the nucleus and cytosol,reactome
Guanine,R-HSA-74217,Purine salvage,reactome
Guanine,R-HSA-74259,Purine catabolism,reactome
Guanine,R-HSA-83936,Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane,reactome
Guanine,R-HSA-8956319,Nucleotide catabolism,reactome
Guanine,R-HSA-8956321,Nucleotide salvage,reactome
Guanine,R-HSA-9734207,Nucleotide salvage defects,reactome
Guanine,R-HSA-9734281,Defective HPRT1 disrupts guanine and hypoxanthine salvage,reactome
Guanine,R-HSA-9735804,Diseases of nucleotide metabolism,reactome
Guanine,WP4224,Purine metabolism and related disorders,wiki
Guanine,WP4792,Purine metabolism,wiki
L-Histidine,map00340,Histidine metabolism,kegg
L-Histidine,map00410,beta-Alanine metabolism,kegg
L-Histidine,map00910,Nitrogen metabolism,kegg
L-Histidine,R-HSA-352230,Amino acid transport across the plasma membrane,reactome
L-Histidine,R-HSA-379716,Cytosolic tRNA aminoacylation,reactome
