gene,n_metabolites,n_cell_types,n_tests
PCCA-DT,3,1,3
PCDH20,3,2,3
PCDH8,3,1,3
PCDHA9,3,1,3
PCDHGA5,3,2,3
PCNX4-DT,3,2,3
PCOLCE2,3,2,3
PCYT2,3,1,3
PDIA6,3,3,3
PDZD4,3,1,3
PGBD5,3,2,4
PGPEP1,3,1,3
PHC2-AS1,3,1,3
PHF10,3,1,3
PHF23,3,1,3
PHLDA3,3,2,3
PHYHIP,3,2,3
PHYHIPL,3,2,3
PIH1D1,3,2,3
PITPNM3,3,2,3
PKD1L1,3,1,3
PKHD1,3,2,3
PLA2G12A,3,1,3
PLAG1,3,1,3
PLBD2,3,1,3
PLEKHD1,3,1,3
PLEKHO2,3,1,3
PLPP5,3,1,3
PLSCR4,3,2,3
PNISR,3,1,3
POGK,3,2,3
POLDIP2,3,1,3
POLE,3,1,3
POLR3K,3,3,3
POP4,3,1,3
POTEI,3,1,3
POU3F2,3,3,3
PPL,3,1,3
PPM1J,3,3,3
PPP1R12B,3,3,3
PPP1R13B,3,4,5
PPP1R13B-DT,3,3,3
PPP1R14C,3,2,4
PPP1R14D,3,2,3
PPP1R17,3,3,3
PPP1R3A,3,1,3
PPP2R1A,3,3,3
PPP2R3A,3,1,3
PRAM1,3,2,3
PRDM16,3,2,3
PRDM2,3,1,3
PRDM5,3,2,4
PRDX6,3,1,3
PRIMA1,3,1,3
PRKACB,3,1,3
PRR14,3,2,3
PRR29,3,1,3
PRR29-AS1,3,2,3
PRRC2A,3,2,3
PRRT1,3,2,3
PRSS27,3,1,3
PRSS48,3,1,3
PRSS50,3,1,3
PSG4,3,1,3
PSG9,3,2,3
PSMC3IP,3,2,3
PSMC4,3,2,3
PSMD3,3,1,3
PSME1,3,3,3
PSMG3,3,3,3
PSRC1,3,2,3
PTGIR,3,1,3
PTH2R,3,2,3
PTPN20,3,3,3
PTTG1,3,3,3
PURG,3,1,3
PVR,3,2,3
PYGO2,3,1,3
QRICH2,3,2,3
R3HDM2-DT,3,2,3
RAB22A,3,1,3
RAB3IL1,3,1,3
RABGAP1L,3,3,3
RABGGTA,3,1,3
RAD21,3,1,3
RAD51B,3,1,3
RALGAPA2,3,2,3
RARA-AS1,3,1,3
RASA1,3,1,3
RBL1,3,2,4
RBM18,3,1,3
RBP5,3,1,3
RCOR1,3,2,3
RDH11,3,1,3
REEP5,3,2,3
RELL1,3,1,3
REPS1,3,2,3
RER1,3,1,3
RFX5-AS1,3,2,4
RGL2,3,2,4
RGPD8,3,1,3
RHNO1,3,1,3
RIMS4,3,1,3
RIN3,3,1,3
RIPPLY3,3,1,3
RMC1,3,1,3
RNF167,3,1,3
RNF208,3,1,3
RNFT1,3,1,3
RNPEPL1,3,1,3
ROBO4,3,2,3
RPAIN,3,1,3
RPS6KA4,3,1,3
RPSA2,3,1,3
RTF2,3,1,3
RTN4RL1,3,3,3
RTRAF,3,2,3
RUVBL1,3,1,3
S100A13,3,2,3
S100A6,3,2,3
SALL1,3,2,3
SAMSN1,3,2,3
SCML1,3,2,3
SCRIB,3,1,3
SCRN1,3,1,3
SCRT2,3,2,3
SDAD1-AS1,3,1,3
SDC1,3,2,4
SDF2,3,2,3
SDHAF1,3,1,3
SELENON,3,2,3
SEMA4G,3,1,3
SEMA6B,3,2,3
SEMA6C,3,2,3
SEPTIN12,3,1,3
SERTAD4-AS1,3,1,3
SF3A1,3,2,3
SF3B4,3,1,3
SFTA1P,3,2,3
SFTA3,3,2,3
SFXN3,3,1,3
SFXN5,3,1,3
SGCG,3,2,3
SGIP1,3,1,3
SH3KBP1,3,2,3
SHISA4,3,2,3
SHLD2,3,1,3
SHMT1,3,1,3
SHTN1,3,1,3
SIAE,3,1,3
SIKE1,3,2,3
SIM2,3,1,3
SLC13A4,3,1,3
SLC16A7,3,2,3
SLC17A3,3,1,3
SLC25A23,3,1,3
SLC35E4,3,2,3
SLC38A2,3,1,3
SLC39A4,3,1,3
SLC43A2,3,1,3
SLC47A1,3,1,3
SLC47A2,3,1,3
SLC4A7,3,1,3
SLC6A20,3,1,3
SLC9A3-AS1,3,1,3
SLC9A7,3,1,3
SLC9C1,3,2,3
SLCO3A1,3,2,3
SLCO6A1,3,2,3
SLFNL1-AS1,3,1,3
SMCO2,3,1,3
SMCO4,3,4,5
SMIM10L2B-AS1,3,2,3
SMIM30,3,1,3
SMIM9,3,1,3
SMPD3,3,1,3
SMPX,3,1,3
SNAPIN,3,2,3
SNHG9,3,3,3
SNRPA,3,2,3
SNTG2-AS1,3,1,3
SNX9,3,2,3
SORBS2,3,2,3
SOWAHC,3,2,3
SOX12,3,2,3
SP4,3,1,3
SPACA9,3,3,3
SPATA45,3,1,3
SPATA6,3,2,3
SPDYE6,3,1,3
SPSB1,3,1,3
SPTBN1-AS2,3,1,3
SRD5A1,3,2,3
SREBF1,3,2,3
SRP19,3,1,3
SRPX,3,1,3
SRRM2-AS1,3,1,3
SRRM3,3,2,3
SRSF9,3,3,3
SS18L2,3,3,3
SSX2IP,3,2,4
ST13,3,2,3
ST7-AS1,3,2,3
STEAP1B,3,2,3
STEAP1B-AS1,3,1,3
STOML1,3,2,3
STRC,3,1,3
STX1B,3,2,3
STX3,3,2,3
STXBP5,3,2,3
SULF1,3,2,6
SULT1A2,3,2,3
SUMO1,3,3,3
SUPT4H1,3,1,3
SUSD1,3,2,3
SYDE2,3,1,3
SYK,3,1,3
TAF10,3,1,3
TAF13,3,1,3
TAF8,3,1,3
TANK-AS1,3,2,3
TAOK3,3,1,3
TAPT1,3,2,3
TAS2R5,3,2,3
TBC1D20,3,2,3
TBX21,3,1,3
TCEAL1,3,1,3
TCFL5,3,1,3
TDRD3,3,1,3
TEF,3,2,3
TELO2,3,2,3
TEX45,3,2,3
TFAP2A-AS2,3,1,3
TGFBI,3,1,3
THAP11,3,2,3
THAP2,3,1,3
THOC7,3,1,3
THRB-AS1,3,1,3
TICAM2-AS1,3,1,3
TINAG,3,2,3
TM9SF1,3,3,3
TMCC2,3,1,3
TMED4,3,2,3
TMEM11-DT,3,1,3
TMEM115,3,2,3
TMEM120A,3,2,3
TMEM126A,3,1,3
TMEM127,3,1,3
TMEM130,3,1,3
TMEM144,3,2,4
TMEM150A,3,1,3
TMEM150C,3,3,3
TMEM18,3,1,3
TMEM184B,3,1,3
TMEM191C,3,1,3
TMEM220,3,2,3
TMEM229A,3,2,3
TMEM266,3,2,4
TMEM268,3,1,3
TMPO,3,3,3
TNNT1,3,1,3
TNS2-AS1,3,2,3
TPCN2,3,1,3
TPST2,3,2,3
TPTE,3,2,3
TRAF7,3,2,3
TRAIP,3,1,3
TRAPPC2B,3,2,3
TRIB1,3,1,3
TRIM14,3,1,3
TRIM54,3,1,3
TRIM7,3,1,3
TRIM72,3,2,3
TRO,3,1,3
TRPM4,3,1,3
TSC2,3,2,3
TSIX,3,1,3
TSPAN4,3,1,3
TSSC4,3,2,3
TTC39C,3,3,4
TTYH2,3,3,3
TUBA1C,3,1,3
TUBB8B,3,2,3
TUSC2,3,2,3
U2AF2,3,1,3
UACA,3,1,3
UBE2G1,3,1,3
UBE2L6,3,2,3
UBE2M,3,3,3
UBE2T,3,2,3
UBL4A,3,2,3
UBQLN1-AS1,3,1,3
UBQLNL,3,1,3
UEVLD,3,2,4
UNC5B,3,2,3
UPF3B,3,2,3
UPK3BL2,3,1,3
UQCC4,3,1,3
UROS,3,1,3
USE1,3,1,3
USP3-AS1,3,2,3
VARS1,3,2,3
VEGFC,3,1,3
VPS72,3,2,3
VSIG1,3,1,3
VSIG10L,3,2,3
VTCN1,3,2,3
WASHC4,3,2,3
WDPCP,3,1,3
WDR13,3,1,3
WDR27,3,1,3
WDR54,3,2,3
WDR55,3,1,3
WFDC10B,3,2,3
WIPI1,3,1,3
XAB2,3,2,3
XKR8,3,1,3
XNDC1N,3,2,3
YDJC,3,1,3
YIPF5,3,2,3
YPEL2,3,1,3
YPEL5,3,2,3
ZBED1,3,3,3
ZBTB1,3,1,3
ZCRB1,3,2,3
ZDHHC1,3,2,3
ZDHHC12,3,2,3
ZEB1-AS1,3,1,3
ZGRF1,3,1,3
ZIM2,3,1,3
ZMYND8,3,2,3
ZNF205,3,1,3
ZNF213-AS1,3,1,3
ZNF215,3,3,3
ZNF22,3,2,3
ZNF320,3,1,3
ZNF396,3,1,3
ZNF444,3,2,3
ZNF473CR,3,2,3
ZNF496,3,2,3
ZNF513,3,1,3
ZNF527,3,2,3
ZNF552,3,1,3
ZNF560,3,1,3
ZNF581,3,2,3
ZNF622,3,2,3
ZNF695,3,3,3
ZNF707,3,1,3
ZNF765,3,3,3
ZNF844,3,1,3
ZNHIT2,3,1,3
ZNHIT3,3,1,3
ZSCAN2-AS1,3,3,3
AACSP1,2,1,2
AARS1,2,1,2
ABCB8,2,2,2
ABCC1,2,1,2
ABHD16A,2,2,2
ABHD17B,2,1,2
ABHD18,2,1,2
ABHD5,2,1,2
ABITRAM,2,1,2
ABO,2,1,2
ABTB1,2,1,2
ACAP3,2,1,2
ACBD7,2,1,2
ACE2,2,2,2
ACER2,2,2,2
ACOT6,2,1,2
ACOT7,2,1,2
ACSS3,2,1,2
ACTA1,2,1,2
ACTL10,2,2,2
ADAM20P1,2,1,2
ADAM8,2,1,2
ADAMTS16,2,1,2
ADAMTS20,2,1,2
ADCY10P1,2,1,2
ADGRB3-DT,2,1,2
ADGRE2,2,2,2
ADH4,2,2,2
ADIRF,2,2,2
ADPRHL1,2,2,2
AFAP1,2,2,2
AGRN,2,2,2
AGT,2,1,2
AGTR1,2,1,2
AKAP13-AS1,2,1,2
AKR1C3,2,2,2
AKT1S1,2,1,2
ALDH1A1,2,1,2
ALDH9A1,2,1,2
ALDOB,2,1,2
ALG3,2,1,2
ALKAL1,2,1,2
ALKAL2,2,2,2
ALLC,2,1,2
ALMS1,2,1,2
AMDHD2,2,1,2
AMER2,2,2,2
AMT,2,1,2
AMZ1,2,1,2
ANKRD35,2,1,2
ANXA9,2,1,2
AP3M2,2,1,2
AP4E1,2,1,2
APBB1,2,2,2
APBB3,2,2,2
APCDD1,2,2,2
APEX2,2,1,2
APH1B,2,1,2
APOBEC3H,2,2,2
APPBP2-DT,2,1,2
ARAP1,2,1,2
ARCN1,2,1,2
ARF4,2,2,2
ARFIP1,2,1,2
ARHGAP25,2,2,2
ARHGAP26-AS1,2,2,3
ARHGEF1,2,1,2
ARHGEF2,2,1,2
ARHGEF26-AS1,2,1,2
ARHGEF37,2,2,2
ARL3,2,1,2
ARMC2-AS1,2,1,2
ARPC1B,2,1,2
ARPC5L,2,2,2
ARPP19,2,2,2
ARRB1,2,1,2
ARRDC1-AS1,2,1,2
ARSA,2,1,2
ARSD,2,1,2
ART3,2,1,2
ASCL1,2,1,2
ASCL5,2,2,2
ASPHD1,2,1,2
ASTL,2,1,2
ATAT1,2,2,2
ATF3,2,2,2
ATF6B,2,1,2
ATG16L2,2,1,2
ATOSA,2,1,2
ATP10A,2,1,2
ATP10B,2,2,2
ATP11A,2,1,2
ATP13A2,2,2,2
ATP2B2-IT2,2,1,2
ATP8B1,2,2,2
AVPR1B,2,1,2
AZIN2,2,1,2
B3GALT1-AS1,2,1,2
B3GALT5-AS1,2,1,2
B4GALNT1,2,1,2
B4GALT3,2,1,2
B4GALT4,2,1,2
B9D1,2,1,2
BAALC-AS2,2,1,2
BACH1-IT2,2,1,2
BAG6,2,1,2
BAHD1,2,1,2
BBS9,2,2,2
BCKDK,2,2,2
BCL10,2,1,2
BCL2L11,2,2,2
BCL2L14,2,2,2
BCL3,2,1,2
BDH2,2,2,2
BEND2,2,2,2
BHLHE22-AS1,2,1,2
BICDL1,2,2,2
BIRC3,2,1,2
BIRC5,2,2,2
BMP5,2,2,2
BNIP1,2,1,2
BOLA3,2,2,2
BOLA3-DT,2,2,2
BRD3,2,2,2
BRD8,2,2,2
BRWD3,2,1,2
BST1,2,1,2
BTBD19,2,2,2
BTBD6,2,2,2
BTBD8,2,1,2
BTG3-AS1,2,1,2
C11orf58,2,1,2
C16orf87,2,1,2
C16orf95,2,1,2
C17orf99,2,1,2
C18orf21,2,1,2
C19orf47,2,2,2
C2CD2L,2,1,2
C2CD4D-AS1,2,1,2
C2orf66,2,2,2
C2orf74-DT,2,2,2
C2orf92,2,1,2
C3orf22,2,1,2
C5orf47,2,1,2
C7orf50,2,1,2
C8orf34-AS1,2,1,2
C9orf50,2,1,2
CA3-AS1,2,1,2
CAB39L,2,1,2
CABLES1,2,2,2
CABP4,2,1,2
CACNB3,2,1,2
CACNG8,2,2,3
CADM1-AS1,2,1,2
CALHM6,2,2,2
CAPN10,2,1,2
CAPN12,2,1,2
CAPN3,2,2,3
CAPN9,2,1,2
CAPS2,2,1,2
CARD14,2,1,2
CARS1,2,1,2
CASC19,2,1,2
CASC9,2,1,2
CASK,2,1,2
CASP3,2,2,2
CASZ1,2,1,2
CBR1,2,2,2
CBR3,2,1,2
CBX5,2,1,2
CCDC141,2,1,2
CCDC154,2,1,2
CCDC166,2,1,2
CCDC168,2,1,2
CCDC190,2,1,2
CCDC24,2,1,2
CCDC38,2,1,2
CCDC54-AS1,2,2,2
CCDC57,2,1,2
CCDC63,2,2,2
CCDC78,2,1,2
CCM2,2,1,2
CCN3,2,1,2
CCN6,2,1,2
CCNH,2,1,2
CCNQ,2,1,2
CCR6,2,1,2
CD36,2,2,2
CD53,2,1,2
CD68,2,1,2
CD8A,2,2,2
CD99P1,2,2,2
CDC16,2,1,2
CDC25A,2,2,2
CDC25C,2,2,2
CDC42EP3,2,2,2
CDCA3,2,1,2
CDCA4,2,1,2
CDCA8,2,1,2
CDH1,2,2,2
CDH22,2,1,2
CDK18,2,1,2
CDK2,2,2,2
CDKN1C,2,2,2
CEACAM7,2,1,2
CELF2-AS2,2,2,2
CEMP1,2,2,2
CENPT,2,1,2
CEP120,2,2,2
CEP295NL,2,1,2
CEP72,2,1,2
CEP72-DT,2,1,2
CEP83,2,1,2
CERCAM,2,1,2
CFAP119,2,2,2
CFAP20,2,1,2
CFAP298,2,1,2
CFAP410,2,1,2
CFAP418,2,1,2
CFAP418-AS1,2,2,2
CFAP44-AS1,2,1,2
CFAP68,2,2,2
CFAP91,2,2,2
CFAP92,2,2,2
CFHR5,2,1,2
CFL2,2,1,2
CHD6,2,1,2
CHEK1,2,1,2
CHIT1,2,2,2
CHKA-DT,2,1,2
CHKB-DT,2,2,2
CHMP4A,2,2,2
CHODL-AS1,2,1,2
CHRFAM7A,2,1,2
CHRM5,2,2,3
CHST12,2,1,2
CIRBP-AS1,2,1,2
CISTR,2,2,2
CITED2,2,2,2
CLCA3P,2,2,2
CLDN22,2,1,2
CLDN4,2,1,2
CLDND1,2,1,2
CLEC11A,2,2,2
CLIC1,2,1,2
CLIP4,2,1,2
CLPTM1L,2,1,2
CLXN,2,2,2
CMTM8,2,2,2
CNBD1,2,1,2
CNN2,2,1,2
CNN3-DT,2,1,2
COA6,2,2,2
COASY,2,2,2
COL17A1,2,1,2
COL4A5,2,1,2
COL4A6,2,2,2
COLEC12,2,1,2
COMT,2,2,2
COPB2-DT,2,1,2
COQ2,2,2,2
COQ7,2,2,2
COQ8B,2,1,2
COX10-DT,2,1,2
COX16,2,2,2
COX19,2,1,2
CPEB4,2,1,2
CPLX1,2,2,3
CPT1B,2,1,2
CR1L,2,2,2
CRACR2B,2,1,2
CRB2,2,1,2
CRHBP,2,1,2
CRIM1-DT,2,1,2
CRISPLD1,2,2,2
CRLF1,2,2,2
CRLF3,2,2,2
CRMP1,2,1,2
CRYBB2P1,2,2,2
CRYGA,2,1,2
CRYL1,2,2,2
CSKMT,2,2,2
CSTF2T,2,2,2
CTDP1-DT,2,1,2
CTF1,2,1,2
CTSB,2,2,2
CTU1,2,1,2
CTU2,2,1,2
CTXN3,2,1,2
CXXC1,2,2,2
CYB5A,2,1,2
CYB5D1,2,1,2
CYP2E1,2,2,2
DAAM2-AS1,2,1,2
DAB2IP,2,1,2
DAPK1-IT1,2,2,2
DAXX,2,2,2
DBNDD1,2,2,2
DBNDD2,2,1,2
DCLRE1B,2,1,2
DCT,2,1,2
DDIT3,2,2,2
DDX25,2,1,2
DDX53,2,2,2
DECR1,2,1,2
DEDD,2,1,2
DEFB108B,2,1,2
DENND1A,2,1,2
DENND1B,2,2,2
DENND4A,2,1,2
DENND6A-AS1,2,2,2
DEUP1,2,1,2
DFFB,2,1,2
DGUOK-AS1,2,1,2
DHRS7,2,2,2
DHRSX-IT1,2,1,2
DHX38,2,1,2
DIAPH1-AS1,2,1,2
DIRAS3,2,2,2
DISP2,2,2,2
DLL1,2,1,2
DM1-AS,2,1,2
DMAC2,2,2,2
DMRTA2,2,1,2
DNAH10,2,2,2
DNAJA3,2,1,2
DNAJB1,2,1,2
DNAJB5-DT,2,2,2
DNAJB9,2,2,2
DNAJC24,2,1,2
DNAJC28,2,1,2
DNAJC5G,2,1,2
DNASE1L3,2,1,2
DNTTIP2,2,1,2
DOCK3,2,1,2
DOCK9-AS1,2,2,2
DOK3,2,1,2
DOK4,2,1,2
DOP1B,2,1,2
DPM2,2,1,2
DPP9,2,1,2
DPYSL5,2,1,2
DRC1,2,2,2
DSC2,2,1,2
DTNB-AS1,2,1,2
DUBR,2,2,2
DUSP22,2,1,2
DUSP23,2,1,2
DUSP5,2,1,2
DUSP9,2,1,2
DVL3,2,1,2
DYDC2,2,1,2
DYRK1A,2,2,2
DYRK2,2,1,2
E2F1,2,1,2
E2F4,2,1,2
ECI1,2,2,2
ECT2,2,1,2
EEF2KMT,2,1,2
EFCAB11,2,1,2
EFCAB5,2,1,2
EFEMP1,2,2,2
EIF1AY,2,2,2
EIF4E2,2,1,2
EIF5-DT,2,1,2
EIPR1,2,2,2
ELAVL4-AS1,2,1,2
ELFN2.1,2,1,2
ELK3,2,2,2
ELOVL1,2,1,2
EMC9,2,1,2
EMP1,2,1,2
ENAH,2,1,2
ENKD1,2,1,2
ENO1-AS1,2,1,2
ENPP4,2,1,2
ENSG00000177699,2,2,2
ENSG00000179253,2,1,2
ENSG00000187229,2,2,2
ENSG00000196566,2,1,2
ENSG00000203472,2,2,2
ENSG00000203987,2,2,2
ENSG00000204398,2,1,2
ENSG00000213963,2,1,2
ENSG00000214546,2,1,2
ENSG00000222007,2,2,2
ENSG00000222044,2,1,2
ENSG00000223563,2,1,2
ENSG00000223751,2,1,2
ENSG00000223947,2,2,2
ENSG00000224478,2,1,2
ENSG00000224541,2,1,2
ENSG00000224612,2,1,2
ENSG00000224713,2,1,2
ENSG00000224865,2,2,2
ENSG00000224945,2,1,2
ENSG00000224985,2,1,2
ENSG00000225233,2,1,2
ENSG00000225420,2,1,2
ENSG00000225563,2,1,2
ENSG00000225605,2,1,2
ENSG00000225703,2,2,2
ENSG00000225751,2,2,2
ENSG00000226465,2,2,2
ENSG00000226576,2,1,2
ENSG00000226644,2,1,2
ENSG00000226764,2,1,2
ENSG00000226816,2,1,2
ENSG00000226849,2,2,2
ENSG00000226854,2,2,2
ENSG00000226877,2,1,2
ENSG00000227006,2,1,2
ENSG00000227017,2,2,2
ENSG00000227042,2,2,2
ENSG00000227330,2,1,2
ENSG00000227683,2,1,2
ENSG00000227741,2,1,2
ENSG00000228044,2,2,2
ENSG00000228467,2,1,2
ENSG00000228505,2,1,2
ENSG00000229321,2,1,2
ENSG00000229425,2,1,2
ENSG00000230074,2,1,2
ENSG00000230190,2,1,2
ENSG00000230226,2,1,2
ENSG00000230432,2,1,2
ENSG00000230615,2,1,2
ENSG00000230696,2,1,2
ENSG00000230746,2,1,2
ENSG00000230782,2,1,2
ENSG00000230815,2,2,2
ENSG00000231212,2,1,2
ENSG00000231329,2,1,2
ENSG00000231401,2,1,2
ENSG00000231460,2,1,2
ENSG00000231496,2,1,2
ENSG00000231698,2,1,2
ENSG00000231781,2,1,2
ENSG00000231856,2,2,2
ENSG00000231955,2,1,2
ENSG00000231980,2,1,2
ENSG00000232006,2,1,2
ENSG00000232063,2,1,2
ENSG00000232494,2,1,2
ENSG00000232500,2,1,2
ENSG00000232524,2,1,2
ENSG00000233081,2,1,2
ENSG00000233099,2,2,2
ENSG00000233420,2,2,2
ENSG00000233461,2,1,2
ENSG00000233891,2,1,2
ENSG00000234160,2,1,2
ENSG00000234378,2,1,2
ENSG00000234758,2,1,2
ENSG00000234793,2,1,2
ENSG00000234961,2,1,2
ENSG00000235021,2,2,2
ENSG00000235431,2,1,2
ENSG00000235538,2,2,2
ENSG00000235575,2,1,2
ENSG00000235819,2,1,2
ENSG00000235843,2,1,2
ENSG00000236390,2,1,2
ENSG00000236514,2,2,2
ENSG00000236989,2,1,2
ENSG00000237359,2,1,2
ENSG00000237655,2,1,2
ENSG00000237768,2,2,2
ENSG00000237813,2,2,2
ENSG00000238142,2,1,2
ENSG00000240033,2,1,2
ENSG00000240240,2,1,2
ENSG00000240291,2,1,2
ENSG00000240710,2,1,2
ENSG00000241772,2,1,2
ENSG00000241954,2,1,2
ENSG00000242282,2,1,2
ENSG00000242578,2,1,2
ENSG00000242753,2,1,2
ENSG00000243613,2,1,2
ENSG00000244268,2,1,2
ENSG00000246465,2,1,2
ENSG00000247121,2,1,2
ENSG00000248015,2,1,2
ENSG00000248176,2,1,2
ENSG00000248245,2,1,2
ENSG00000248254,2,2,2
ENSG00000248356,2,1,2
ENSG00000248468,2,1,2
ENSG00000248484,2,1,2
ENSG00000248514,2,2,2
ENSG00000248516,2,1,2
ENSG00000248540,2,1,2
ENSG00000248733,2,1,2
ENSG00000248839,2,1,2
ENSG00000249036,2,1,2
ENSG00000249175,2,1,2
ENSG00000249236,2,1,2
ENSG00000249341,2,1,2
ENSG00000249547,2,1,2
ENSG00000249602,2,1,2
ENSG00000249771,2,1,2
ENSG00000249818,2,1,2
ENSG00000249875,2,1,2
ENSG00000250240,2,2,2
ENSG00000250604,2,2,2
ENSG00000250643,2,2,2
ENSG00000250764,2,1,2
ENSG00000250855,2,1,2
ENSG00000250999,2,1,2
ENSG00000251054,2,2,2
ENSG00000251309,2,1,2
ENSG00000251423,2,1,2
ENSG00000253184,2,1,2
ENSG00000253256,2,1,2
ENSG00000253369,2,2,2
ENSG00000253515,2,2,3
ENSG00000253613,2,1,2
ENSG00000253634,2,2,2
ENSG00000253713,2,1,2
ENSG00000253854,2,1,2
ENSG00000253925,2,2,2
ENSG00000254057,2,1,2
ENSG00000254089,2,1,2
ENSG00000254138,2,1,2
ENSG00000254361,2,2,2
ENSG00000254526,2,1,2
ENSG00000254559,2,2,2
ENSG00000254563,2,1,2
ENSG00000254573,2,1,2
ENSG00000254599,2,1,2
ENSG00000254898,2,1,2
ENSG00000255027,2,1,2
ENSG00000255108,2,1,2
ENSG00000255314,2,1,2
ENSG00000255366,2,1,2
ENSG00000255829,2,1,2
ENSG00000255886,2,1,2
ENSG00000256196,2,1,2
ENSG00000256218,2,1,2
ENSG00000256237,2,2,2
ENSG00000256482,2,1,2
ENSG00000256504,2,1,2
ENSG00000256686,2,2,2
ENSG00000256694,2,1,2
ENSG00000256982,2,1,2
ENSG00000257000,2,1,2
ENSG00000257120,2,1,2
ENSG00000257181,2,1,2
ENSG00000257239,2,2,2
ENSG00000257474,2,2,2
ENSG00000257494,2,1,2
ENSG00000257545,2,1,2
ENSG00000257647,2,2,2
ENSG00000257711,2,1,2
ENSG00000257764,2,1,2
ENSG00000257769,2,2,2
ENSG00000257829,2,1,2
ENSG00000257879,2,1,2
ENSG00000258302,2,3,3
ENSG00000258416,2,2,2
ENSG00000258437,2,1,2
ENSG00000258558,2,1,2
ENSG00000258601,2,1,2
ENSG00000258696,2,1,2
ENSG00000258751,2,1,2
ENSG00000258807,2,1,2
ENSG00000258837,2,1,2
ENSG00000258903,2,2,2
ENSG00000259039,2,2,3
ENSG00000259088,2,1,2
ENSG00000259202,2,2,2
ENSG00000259287,2,1,2
ENSG00000259321,2,1,2
ENSG00000259553,2,2,2
ENSG00000259604,2,3,3
ENSG00000259620,2,1,2
ENSG00000259675,2,1,2
ENSG00000259732,2,1,2
ENSG00000259807,2,1,2
ENSG00000260000,2,1,2
ENSG00000260084,2,1,2
ENSG00000260100,2,1,2
ENSG00000260163,2,1,2
ENSG00000260190,2,2,2
ENSG00000260194,2,1,2
ENSG00000260198,2,1,2
ENSG00000260555,2,1,2
ENSG00000260633,2,1,2
ENSG00000260721,2,1,2
ENSG00000260755,2,1,2
ENSG00000260832,2,1,2
ENSG00000260970,2,2,2
ENSG00000260995,2,1,2
ENSG00000260999,2,2,2
ENSG00000261113,2,1,2
ENSG00000261135,2,1,2
ENSG00000261177,2,1,2
ENSG00000261357,2,2,2
ENSG00000261436,2,1,2
ENSG00000261478,2,2,2
ENSG00000261592,2,2,2
ENSG00000261629,2,2,2
ENSG00000261723,2,1,2
ENSG00000261842,2,1,2
ENSG00000262133,2,1,2
ENSG00000262202,2,1,2
ENSG00000262213,2,1,2
ENSG00000262712,2,1,2
ENSG00000263164,2,2,2
ENSG00000263300,2,2,2
ENSG00000263477,2,1,2
ENSG00000263624,2,2,2
ENSG00000263797,2,1,2
ENSG00000263859,2,1,2
ENSG00000263916,2,1,2
ENSG00000264000,2,1,2
ENSG00000264207,2,1,2
ENSG00000264365,2,1,2
ENSG00000264449,2,2,2
ENSG00000264673,2,1,2
ENSG00000264808,2,2,2
ENSG00000264895,2,1,2
ENSG00000264924,2,1,2
ENSG00000264982,2,2,2
ENSG00000265179,2,1,2
ENSG00000265254,2,2,2
ENSG00000265750,2,2,2
ENSG00000265791,2,1,2
ENSG00000265907,2,2,2
ENSG00000266002,2,2,2
ENSG00000266371,2,1,2
ENSG00000266651,2,1,2
ENSG00000266654,2,1,2
ENSG00000267000,2,2,2
ENSG00000267015,2,1,2
ENSG00000267051,2,1,2
ENSG00000267054,2,1,2
ENSG00000267109,2,1,2
ENSG00000267150,2,1,2
ENSG00000267320,2,1,2
ENSG00000267379,2,1,2
ENSG00000267401,2,1,2
ENSG00000267436,2,1,2
ENSG00000267491,2,2,2
ENSG00000267546,2,1,2
ENSG00000267672,2,1,2
ENSG00000267734,2,2,2
ENSG00000267760,2,2,2
ENSG00000267784,2,2,2
ENSG00000268157,2,2,2
ENSG00000268203,2,1,2
ENSG00000268266,2,1,2
ENSG00000269068,2,1,2
ENSG00000269707,2,1,2
ENSG00000269915,2,1,2
ENSG00000269938,2,1,2
ENSG00000270050,2,2,2
ENSG00000270108,2,1,2
ENSG00000270760,2,1,2
ENSG00000271228,2,1,2
ENSG00000271401,2,2,2
ENSG00000271717,2,1,2
ENSG00000271761,2,1,2
ENSG00000271858,2,1,2
ENSG00000271937,2,1,2
ENSG00000271947,2,1,2
ENSG00000271955,2,1,2
ENSG00000271967,2,1,2
ENSG00000272128,2,1,2
ENSG00000272130,2,1,2
ENSG00000272148,2,2,2
ENSG00000272159,2,1,2
ENSG00000272320,2,1,2
ENSG00000272356,2,1,2
ENSG00000272379,2,1,2
ENSG00000272426,2,1,2
ENSG00000272501,2,2,2
ENSG00000272515,2,2,2
ENSG00000272540,2,1,2
ENSG00000272678,2,1,2
ENSG00000272855,2,2,2
ENSG00000272871,2,1,2
ENSG00000272948,2,1,2
ENSG00000272973,2,1,2
ENSG00000272990,2,1,2
ENSG00000273058,2,1,2
ENSG00000273108,2,1,2
ENSG00000273456,2,2,2
ENSG00000273557,2,2,2
ENSG00000273691,2,1,2
ENSG00000273748,2,2,3
ENSG00000273828,2,1,2
ENSG00000273855,2,1,2
ENSG00000273906,2,1,2
ENSG00000274184,2,1,2
ENSG00000274340,2,1,2
ENSG00000274367,2,1,2
ENSG00000274441,2,1,2
ENSG00000274929,2,1,2
ENSG00000274993,2,1,2
ENSG00000275389,2,1,2
ENSG00000275457,2,1,2
ENSG00000275569,2,2,2
ENSG00000275805,2,1,2
