"Compound.ID","Name","Formula","Sample01","Sample08","Sample09","Sample10","Sample19","Sample20","Sample32","Sample35"
"C18-Pos-002505","2-(ALPHA-D-MANNOPYRANOSYL)-L-TRYPTOPHAN","C17 H22 N2 O7",NA,3432908.71282669,NA,2834796.08213547,4778.6180636615,2953617.48349161,5238870.57007238,4169.77668406706
"C18-Pos-002507","2-(ALPHA-D-MANNOPYRANOSYL)-L-TRYPTOPHAN","C17 H22 N2 O7",4374061.63393433,3432908.71282669,NA,NA,4778.6180636615,NA,NA,NA
"C18-Pos-002524","[5-(6-hydroxy-5,5,8a-trimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl)-3-methylpentyl] acetate","C22 H38 O3",207571.441361846,215649.446796813,55110.0572474949,308493.192320852,385578.248483137,167297.332007887,380031.110526101,203453.299809063
"C18-Pos-002558","PEG n8","C16 H34 O9",8075784.32753901,5158499.32338791,8680198.29637559,6427919.91033213,NA,NA,6058592.94974207,7083317.96976506
"C18-Pos-002570","Myristoyl-L-carnitine","C21 H41 N O4",849342.252484504,1221479.12166132,415838.794369364,696122.49083951,626310.102501241,221335.083847966,628797.815932245,698630.322456636
"C18-Pos-002596","N-Succinyl-5-aminoimidazole-4-carboxamide ribose","C13 H18 N4 O9",318630.853620443,NA,NA,478467.540056388,NA,405043.048126193,780316.283020276,NA
"C18-Pos-002599","Azithromycin","C38 H72 N2 O12",507147.710426159,39000.0742652017,800983.296829862,258103.113665355,206728.419224104,173192.467338918,64991.1819797314,985681.504015517
"C18-Pos-002625","Hyflavin","C17 H20 N4 O6",104963.669418262,64831.8858055941,162386.903665183,87359.6437911858,106653.059228952,27652.9207753251,NA,16754.7432442927
"C18-Pos-002636","S-4-(2-oxo-butyl)glutathione","C14 H23 N3 O7 S",NA,NA,NA,633751.837481583,NA,679209.795075465,1139390.31106122,NA
"C18-Pos-002638","S-4-(2-oxo-butyl)glutathione","C14 H23 N3 O7 S",850988.61481766,NA,NA,NA,388084.18271552,NA,NA,NA
"C18-Pos-002653","S-Lactoylglutathione","C13 H21 N3 O8 S",NA,NA,NA,81182.8314539447,NA,NA,688035.884836058,NA
"C18-Pos-002702","N6-Succinyladenosine; LC-tDDA; CE10","C14 H17 N5 O8",NA,1331973.36953707,1053903.04271694,20631.8760693778,1291884.45391556,55627.1240427463,1062464.61163922,700704.072323407
"C18-Pos-002703","N6-Succinyladenosine; LC-tDDA; CE10","C14 H17 N5 O8",NA,NA,48506.9770524904,65070.056455099,NA,55627.1240427463,NA,NA
"C18-Pos-002803","Bis(2-ethylhexyl) phthalate","C24 H38 O4",94002.0022055273,NA,185044.382352006,NA,1229374.52294229,98574.3899274515,NA,115950.273624089
"C18-Pos-002886","2-Ethyl-N-({(2R,4S,5R)-5-[6-(2-furyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)butanamide","C23 H32 N4 O2",104251.47316748,40915.2656515291,122691.356212857,87000.035450968,72549.9883799912,28295.854966718,93767.5119241637,88154.9544664009
"C18-Pos-002912","S-Adenosylmethionine","C15 H22 N6 O5 S",NA,2935361.37161663,NA,2965131.06772105,NA,272444.024192123,3762700.05261318,NA
"C18-Pos-002929","Palmitoylcarnitine","C23 H45 N O4",1161913.35224458,1704024.02811388,785896.469691382,560313.922413858,952740.130150833,283591.467997193,606034.710752085,765777.677153234
"C18-Pos-002940","Glu-Arg-Pro","C16 H28 N6 O6",791503.397667177,NA,NA,267857.268271046,NA,246384.800455952,572551.65377666,NA
"C18-Pos-002968","Acetyltributyl citrate","C20 H34 O8",592470.72312698,419304.58802081,261374.09020974,355127.523692271,703347.390600503,240026.722412127,241893.842887634,365123.545632429
"C18-Pos-003097","Nonaethylene glycol","C18 H38 O10",1599022.25070405,2849434.45566018,6252892.0997193,NA,4669833.43311327,NA,NA,2778716.43629769
"C18-Pos-003111","3-Hydroxyhexadecanoylcarnitine","C23 H45 N O5",116776.888032323,183782.558857502,31314.1851274029,105952.871849241,59650.599669798,10718.8775249938,73265.9713268173,48364.5221610962
"C18-Pos-003241","Oleoyl-L-carnitine","C25 H47 N O4",1300662.21322856,1271322.56550022,739712.575437183,551209.089374293,602879.521383197,277895.946363809,512774.34105389,668171.465498064
"C18-Pos-003253","Leupeptin","C20 H38 N6 O4",NA,143383.948639171,19896.2612049356,NA,NA,4051.6284814217,NA,NA
"C18-Pos-003260","Adenosine 5'-diphosphate","C10 H15 N5 O10 P2",2406874.51170612,7556533.47275807,NA,263449.486243321,NA,964427.679320764,1240881.08085689,2521944.45154163
"C18-Pos-003263","Adenosine 5'-diphosphate","C10 H15 N5 O10 P2",NA,NA,1285472.00878041,NA,722483.646168491,NA,NA,NA
"C18-Pos-003273","Stearoyl-L-Carnitine","C25 H49 N O4",119162.49276643,232289.661985939,90486.3979631323,51094.2893260404,110799.658401148,40876.8167496144,82624.7366656007,83167.7975285516
"C18-Pos-003355","Glutamyl-S-(C8H17O)-cysteinylglycine","C18 H33 N3 O7 S",26790.9888618776,122560.906158576,7324.59669141074,36689.9380140226,34666.6874954081,47219.5802145428,23937.6010002312,32600.0571334553
"C18-Pos-003457","PPG n7","C21 H44 O8",106082.359539646,111007.106978796,82406.3798009967,238285.698104696,131724.951512264,119054.449590322,260008.310331846,239656.75187323
"C18-Pos-003459","3-Hydroxyoleylcarnitine","C25 H47 N O5",91887.4741134994,139059.827474912,35783.0469424043,113627.589148316,38846.0913952565,NA,54604.869733891,46825.0376030375
"C18-Pos-003468","FIOZUJXSEZUYCS-AWUOPRNISA-N","C25 H40 O5",248737.224416897,137813.488011788,220539.569824591,88522.2573093333,148528.011933901,62022.2498234,198053.936607321,96509.6021497957
"C18-Pos-003527","Arachidonoyl-carnitine; LC-tDDA; CE10","C27 H45 N O4",460806.9474365,539016.39983892,116993.025162248,87635.9531863879,246887.109267389,248374.78058718,234519.655446667,325712.651938297
"C18-Pos-003559","Glycoursodeoxycholic acid","C26 H43 N O5",17353.3020504979,NA,224441.194711642,NA,7277.98416377959,NA,NA,10406.6675242293
"C18-Pos-003617","1-Hexadecanoyl-sn-glycero-3-phosphoethanolamine","C21 H44 N O7 P",313383.61542148,448484.912643127,242496.597269228,165185.065779439,307945.797761306,209773.461458624,256594.926343309,141417.833710068
"C18-Pos-003618","1-Hexadecanoyl-sn-glycero-3-phosphoethanolamine","C21 H44 N O7 P",62426.6505698001,82579.9847880157,29169.9066298176,9295.26663573319,31075.9363590169,19186.3272058772,28986.8097512562,11600.280572608
"C18-Pos-003662","Riboflavin Phosphate","C17 H21 N4 O9 P",128375.335592199,22841.3479558176,40982.7440700749,28164.1475730627,30154.2347822014,24164.9675364628,192380.611691474,48863.5774612462
"C18-Pos-003689","Decaethylene glycol","C20 H42 O11",NA,NA,4112639.20311477,3195289.90356058,2610020.88613616,NA,NA,2125524.20256264
"C18-Pos-003752","Adenylosuccinic acid","C14 H18 N5 O11 P",1398606.38877663,827073.755516361,7437.4015135246,5906.07857805535,NA,714025.034869933,498527.900788383,461491.949582191
"C18-Pos-003787","RFDAIACWWDREDC-ICXMQNBNSA-N","C26 H43 N O6",3345.23953331546,NA,101575.961144843,NA,NA,NA,NA,NA
"C18-Pos-003814","1-Myristoyl-sn-glycero-3-phosphocholine","C22 H46 N O7 P",193353.193862347,450245.009871518,372854.808810347,273794.52618029,142124.746468607,277670.468590911,316721.321675635,184474.048495504
"C18-Pos-003970","1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine","C23 H46 N O7 P",519698.829823552,353543.757081602,432500.084707189,255342.573501902,392914.086040588,234006.12927492,421420.827040206,268423.140469386
"C18-Pos-004076","Cytidine 5'-diphosphocholine","C14 H26 N4 O11 P2",3616362.59764805,721403.271482243,174507.885511663,4033059.55339419,4466064.59854387,2407458.54686666,2126992.23672152,2367442.99656829
"C18-Pos-004184","1-Palmitoyl-sn-glycero-3-Phosphocholine","C24 H50 N O7 P",395194.968032232,2546716.4309547,837653.642547475,274594.359865074,688861.873848198,410714.980668524,364957.91675141,370542.807481739
"C18-Pos-004243","PPG n8","C24 H50 O9",107565.271971986,103911.00178807,82275.6025362876,180672.663401729,97151.030692009,63106.6001310191,159648.181575427,156508.713740717
"C18-Pos-004284","PEG n11","C22 H46 O12",NA,NA,NA,NA,981007.371512778,NA,NA,1211924.25147371
"C18-Pos-004537","1-Linoleoyl-sn-glycero-3-phosphorylcholine","C26 H50 N O7 P",584074.585317062,213968.55319603,392964.508496139,120523.179346039,264382.154735183,104789.767866317,127794.672508085,325265.395198803
"C18-Pos-004585","1-Oleoyl-sn-glycero-3-phosphocholine","C26 H52 N O7 P",3667806.82028933,6706357.63177806,3777539.48012338,2414293.04125932,3666257.76583656,2257462.86386568,2948999.55567054,2589040.43618762
"C18-Pos-004616","Cyclic ADP-ribose","C15 H21 N5 O13 P2",NA,NA,NA,NA,NA,NA,1838620.35485351,NA
"C18-Pos-004624","1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine","C26 H54 N O7 P",1235994.14720241,3075073.36445292,710128.471596685,550810.387236814,1468628.04120629,807999.857815369,940720.630893893,391209.468560505
"C18-Pos-004978","1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phosphocholine","C28 H50 N O7 P",814487.249351289,854695.130275228,648699.768916874,325209.551709149,502606.343001616,305210.79708643,430664.341301914,378183.208936311
"C18-Pos-004979","1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phosphocholine","C28 H50 N O7 P",107026.297200449,108485.878218752,84520.3317297512,41015.9681621483,56805.0658189159,42880.8732596384,59197.3596814417,47890.4916603872
"C18-Pos-005769","Biliverdin","C33 H34 N4 O6",193877.386468428,12345.2882211066,9831.10029467523,30478.7539562574,40197.715141746,12791.6330085864,95698.9415319829,18668.4105320662
"C18-Pos-005805","bilirubin","C33 H36 N4 O6",86617.5834261201,217111.898834836,153192.519439836,57007.10861933,50609.0331408618,85041.8765276225,155495.048566306,124245.871040909
"C18-Pos-005996","2-(5-Oxovaleryl)phosphatidylcholine","C29 H56 N O9 P",358972.264564031,253061.135476661,51321.2589563034,93399.4460201098,348121.634713419,107950.081755976,219925.388780211,214824.222380962
"C8-Neg-000021","N,N'-Diphenylguanidine","C13 H13 N3",71056.1665675942,69357.8512375253,145718.301780507,34824.5682359442,212344.074659564,457232.335178398,14737.1789095311,9667.07156787013
"C8-Neg-000029","1,4-Dihydroxy-2-naphthoic acid","C11 H8 O4",NA,NA,NA,NA,29884.5563752037,NA,71088.6350273415,NA
"C8-Neg-000033","D-(+)-Galactose","C6 H12 O6",NA,NA,37960.8002874665,110497.861773497,34047.3608012159,44274.3878641545,75396.8406468436,58116.8273303178
"C8-Neg-000086","Myristic Acid","C14 H28 O2",3034492.97792388,6581753.47007935,2324216.91703847,3497662.42956456,4773990.64114362,2166418.9791849,2734596.92885567,4035301.43518127
"C8-Neg-000128","Pentadecanoic Acid","C15 H30 O2",999082.858813102,4378980.26343151,305846.48855925,NA,1696173.77320005,406775.113937739,545341.997073505,1638886.85777505
"C8-Neg-000129","Pentadecanoic Acid","C15 H30 O2",999082.858813102,4378980.26343151,342928.308413271,424726.736325002,495097.335828081,393298.235227163,321405.81890144,1638886.85777505
"C8-Neg-000139","2-Hydroxymyristic acid","C14 H28 O3",234428.420705943,410137.920474905,154272.979123542,254909.467674014,596173.480814643,216385.541743027,175084.636063599,221502.585741287
"C8-Neg-000168","2-[(2S,4aR,8aS)-2-Hydroxy-4a-methyl-8-methylenedecahydro-2-naphthalenyl]acrylic acid","C15 H22 O3",55552.9838496472,75842.1992472062,72971.5897703181,462385.18218228,621934.247361862,44003.3577575785,88611.7867467931,459262.575208062
"C8-Neg-000175","Δ2-cis-Hexadecenoic acid","C16 H30 O2",9544422.87792985,12078431.3769809,6400317.27147423,4198535.31548127,7367027.30972003,4401560.48687489,3260109.24878264,1988668.5246984
"C8-Neg-000178","Ethyl beta-d-glucopyranoside","C8 H16 O6",NA,NA,NA,12946.5999470179,NA,NA,NA,NA
"C8-Neg-000223","Dodecyl sulfate","C12 H26 O4 S",2486466.09385107,4477246.21128352,4638520.73335092,5282761.17983908,4973187.19616327,3711264.78698564,2070299.82830835,4343918.54759459
"C8-Neg-000224","Dodecyl sulfate","C12 H26 O4 S",207012.771504946,259711.985101983,197443.371971821,311753.927366189,560879.117114224,204281.070967258,256129.992675781,420962.297475866
"C8-Neg-000235","Inosine","C10 H12 N4 O5",93849.7135075574,91847.2617148025,190375.972674233,318992.860694714,115003.644239162,112194.269924094,144537.019830976,69410.1297693167
"C8-Neg-000236","trans-10-Heptadecenoic acid","C17 H32 O2",382818.55985,482278.974784146,195417.17878709,225872.015300245,342657.370417391,292406.455674743,178614.276082493,276282.908222359
"C8-Neg-000237","trans-10-Heptadecenoic acid","C17 H32 O2",NA,NA,195417.17878709,225872.015300245,NA,NA,NA,276282.908222359
"C8-Neg-000245","16-Hydroxyhexadecanoic acid","C16 H32 O3",NA,205624.91507592,170144.682573644,199339.242334502,259911.210539965,178704.57691965,159632.175885919,157519.161602708
"C8-Neg-000265","(9R,10E,12Z,15Z)-9-hydroxyoctadeca-10,12,15-trienoic acid","C18 H30 O3",9783.46555152342,52251.2025694667,23411.1155404074,31312.484581533,41427.5270158314,13283.3195773197,9731.20641253426,22341.3572919106
"C8-Neg-000276","C14-SAS (TENTATIVE)","C14 H30 O3 S",532132.15354561,1552561.8327977,2489973.78288251,1336224.82563177,4497700.68903531,1678814.79078561,1206710.42169794,2115602.18737115
"C8-Neg-000280","α-Eleostearic acid","C18 H30 O2",961251.950424759,884550.301841551,777752.35070269,615471.630752225,615516.983276992,398212.066338524,357540.609237978,808300.51223488
"C8-Neg-000295","Linoleic acid","C18 H32 O2",6947822.7873762,4284025.72459236,6769400.21575115,4412651.51064966,2856933.0144904,1505740.50632035,1487569.77471411,7219757.47413099
"C8-Neg-000301","Ala-Pro-Asn","C12 H20 N4 O5",NA,394409.668205664,47276.991153878,NA,NA,787687.003014203,NA,NA
"C8-Neg-000367","Myristyl sulfate","C14 H30 O4 S",871176.74413489,1193458.85157749,1260807.28344837,1937788.31615352,1937943.46322244,1401379.56686227,794079.171978596,800436.552570491
"C8-Neg-000379","9-Hydroxy-10,12-octadecadienoic acid","C18 H32 O3",455972.159911526,750614.861877885,623327.09431461,1052697.31333967,913066.883485029,680808.066071055,516239.641021686,661959.921398207
"C8-Neg-000383","(Rac)-Idroxioleic acid","C18 H34 O3",693923.058413636,1155254.62852433,680087.062529146,775654.258008738,1457694.69987785,648318.05835138,816091.754483862,1298082.53990454
"C8-Neg-000385","(Rac)-Idroxioleic acid","C18 H34 O3",421380.175875206,742742.086230132,354721.201978148,635368.969770305,737452.153902765,356429.13320761,438258.447440735,513697.026252092
"C8-Neg-000422","Arachidonic Acid","C20 H32 O2",209438126.207808,250367895.360222,153849947.131452,140545768.910803,173809729.697362,93654417.6122164,96484302.6702807,154559946.126293
"C8-Neg-000423","Arachidonic Acid","C20 H32 O2",NA,NA,NA,NA,NA,NA,NA,5075191.80777963
"C8-Neg-000432","8Z,11Z,14Z-Eicosatrienoic acid","C20 H34 O2",11684102.199744,16612904.3962152,6485286.89145953,6911336.75644059,11311210.0577121,4273797.37107028,6537342.36141711,8466841.88570366
"C8-Neg-000433","8Z,11Z,14Z-Eicosatrienoic acid","C20 H34 O2",2848951.68442923,3925100.37913075,2130979.44758507,1904790.81630219,1744667.43414717,650144.01037266,1239053.86327082,2158923.49991419
"C8-Neg-000488","(±)14(15)-EET","C20 H32 O3",312383.973081506,404271.73497975,40968.1121774294,176194.388708176,771034.042140788,200689.342127623,125352.855681612,172107.613580183
"C8-Neg-000519","4-Dodecylbenzenesulfonic acid","C18 H30 O3 S",891743.925193432,2286922.32461163,740376.819098491,902352.536611625,2533726.28917444,581089.572886898,801441.540069364,1424998.37139845
"C8-Neg-000520","4-Dodecylbenzenesulfonic acid","C18 H30 O3 S",891743.925193432,657916.826263651,740376.819098491,NA,2533726.28917444,NA,801441.540069364,1424998.37139845
"C8-Neg-000532","Docosahexaenoic acid","C22 H32 O2",38703985.5952332,53423517.109611,27176998.9794525,24760715.4200426,61827312.3942558,12455003.5720692,18593183.2439184,27150353.7693196
"C8-Neg-000534","Docosahexaenoic acid","C22 H32 O2",NA,NA,NA,NA,3368963.92045343,NA,5062509.79824379,NA
"C8-Neg-000540","all-cis-4,7,10,13,16-Docosapentaenoic acid","C22 H34 O2",23202453.5997441,23546025.9746611,12273301.1502024,12252647.9469969,15955721.5676912,6956288.41019193,7328374.47577941,12196547.9881245
"C8-Neg-000541","Docosapentaenoic acid","C22 H34 O2",796612.208460299,1142877.44342017,640581.330194583,568046.695560123,986361.881875755,294804.020924684,411880.94509983,733735.546809647
"C8-Neg-000556","7(Z),10(Z),13(Z),16(Z)-DOCOSATETRAENOIC ACID","C22 H36 O2",21244056.0411778,30184678.1842611,14216909.7153181,13237368.5325294,19308161.5577537,4165329.54388091,7168752.13609742,17277986.4224512
"C8-Neg-000565","Penicillin G","C16 H18 N2 O4 S",NA,NA,NA,3804.91126420096,NA,NA,NA,NA
"C8-Neg-000566","Docosatrienoic acid","C22 H38 O2",4578236.35216634,5289875.31304418,2854185.0044054,2952368.08890487,3295063.58174926,871987.872077472,1881267.8404013,3462583.50862473
"C8-Neg-000641","AMP","C10 H14 N5 O7 P",NA,NA,NA,9582.13019327138,NA,NA,NA,NA
"C8-Neg-000647","Anacardic acid","C22 H36 O3",60702.7926434366,90906.3630400931,41152.6013106664,53229.9544399821,42205.1927729826,57106.8324200504,48983.7880829082,34827.9888799573
"C8-Neg-000679","Lithocholic acid","C24 H40 O3",4187034.77887512,4936274.57339578,2423238.50978208,2432758.61455145,1789681.8366414,909062.163775015,1284018.92119856,2535640.70016802
"C8-Neg-000767","Haloperidol","C21 H23 Cl F N O2",57574.3076512555,77064.4696637416,NA,88557.5846483352,122005.757275158,71259.5464826844,89658.8205149877,83711.4178938996
"C8-Neg-001002","Calcitriol","C27 H44 O3",NA,57496.9630474196,8259.35215995186,NA,27480.0038175154,18701.2733100637,22965.6003757978,NA
"C8-Neg-001076","Glu-Trp-Pro","C21 H26 N4 O6",37579.2958264485,NA,16141.7648058469,NA,NA,NA,NA,NA
"C8-Neg-001383","CL(22:0_16:4CHO)","C47 H84 O16 P2",439911.60819072,793602.464422792,328588.784884276,696268.124297823,1312410.50354533,417067.049468476,928886.406349011,780135.030333956
"C8-Neg-001411","N-({(2R,4S,5R)-5-[3-(3,4-Dimethoxyphenyl)-1-methyl-1H-pyrazol-5-yl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)-2,2-dimethylpropanamide","C25 H36 N4 O3",NA,19933.6619714422,34745.746698062,51058.3437136907,NA,NA,NA,13956.5787189796
"C8-Neg-001710","LPC(14:0)","C22 H46 N O7 P",101779.754061484,263574.921510245,114127.428946463,92527.8582155977,152061.656883995,50986.7014044867,97316.4723198858,144979.683906727
"C8-Neg-001716","LPI(O-14:1)","C23 H45 O11 P",785839.432328949,6209355.79830136,395583.907128301,NA,1181306.71074769,97561.1502619253,1368569.89114908,2398867.55544908
"C8-Neg-001880","LPC(16:2)","C24 H46 N O7 P",23222.2422974378,36278.1264750567,NA,NA,34238.829118075,NA,20912.839173482,10366.9415872086
"C8-Neg-001947","PE(12:1_11:2)","C28 H50 N O8 P",189138.912944153,533621.359041182,90023.0618924934,160397.342073799,256705.397317639,63663.7624615904,190067.245948945,312476.723959495
"C8-Neg-002139","PE(3:0_20:0CHO)","C28 H54 N O9 P",86757.0191100335,96948.4471370759,NA,52426.5419860431,104487.49397752,NA,41102.4563103531,83441.72835189
"C8-Neg-002211","DZSPYCYFYGIESH-FNORWQNLSA-N","C30 H34 O12",42287.3673511957,79230.2548680089,111398.113020261,NA,NA,122327.646007539,30921.8988571908,40616.0476813965
"C8-Neg-002450","LPC(20:1)","C28 H56 N O7 P",77460.2611154483,184890.976474304,56286.8082170371,NA,92941.9458267404,NA,50690.2774612899,84574.9490393564
"C8-Neg-002542","1-(5Z,8Z,11Z,14Z-Eicosatetraenoyl)-sn-glycero-3-phospho-(1'-myo-inositol)","C29 H49 O12 P",161034.163154518,294646.944439236,89851.5386553264,120473.415254031,217501.161802744,25855.9166869374,150609.714642863,192199.16742249
"C8-Neg-002622","LPC(23:6)","C31 H52 N O7 P",134802.270164352,150870.809724787,77088.9513132659,61549.854564057,163713.527233189,27901.0301725074,53944.7435250836,82330.0708065781
"C8-Neg-002641","LPC(23:5)","C31 H54 N O7 P",516462.180200159,3902544.16114612,253371.035988871,110750.514106829,1710909.47799268,132363.972471483,1142698.13270701,1817724.39224518
"C8-Neg-002672","1,2-Dimyristoyl-sn-glycero-3-phosphoethanolamine","C33 H66 N O8 P",104912.784710419,200635.153240313,75532.8652271425,77803.9877338181,131417.144273976,42036.9802370249,62160.0103027443,124678.80474428
"C8-Neg-002832","OAHFA(15:1_25:3)","C40 H70 O4",23317.9623336808,173541.834138842,NA,NA,NA,NA,NA,NA
"C8-Neg-002843","PC(18:1_5:1CHO)","C31 H56 N O9 P",64259.9670445579,142318.698586402,34856.2776110004,51810.5771441365,109932.282767207,NA,45774.783685467,63482.0000559459
"C8-Neg-002902","PE O-16:1_16:1","C37 H72 N O7 P",NA,2453880.17766447,523870.766559785,662012.280831586,1351057.66445198,NA,NA,NA
"C8-Neg-002971","CL(24:1_24:1_18:2CHO)","C75 H138 O17 P2",659667.493980669,1510441.61480503,323776.85689743,861866.803438534,950560.48209995,255097.835005589,757909.338177106,794321.219691534
"C8-Neg-002972","OAHFA(15:1_27:4)","C42 H72 O4",32456.0098727601,50519.637963222,NA,159081.679318564,169523.463704199,68643.4742366967,28615.5223523317,32791.6516667757
"C8-Neg-003063","PI(O-5:0_21:0)","C35 H69 O12 P",127388.205170342,337814.122512588,115299.965658478,248094.972987755,313093.882460643,138638.387537782,178424.767471333,204610.924060582
"C8-Neg-003068","CL(16:1_16:1_16:1_22:2)","C79 H144 O17 P2",2553408.15839288,4304731.16216524,1197008.87049963,2156476.85453051,2712289.76338118,691730.770341612,2059213.32896785,2461308.38064761
"C8-Neg-003099","PG 16:0_16:0","C38 H75 O10 P",242591.346058923,936913.669307207,117270.332130984,154454.678779595,850379.111347941,37888.7990977074,303028.750108594,358816.062778672
"C8-Neg-003219","PE 18:0_20:4","C43 H78 N O8 P",64918.553340185,358549.080989778,57378.2576610442,36605.6799631386,116789.742615614,NA,95464.5012255651,86863.6711858105
"C8-Neg-003238","PE O-18:1_22:5","C45 H80 N O7 P",NA,953148.695849159,585266.603602646,NA,881633.222361987,392019.146594103,599434.455322872,666775.000740565
"C8-Neg-003242","CL(18:0_17:1CHO_22:4_22:4)","C88 H152 O18 P2",9162037.30074323,30605059.2584053,2042377.32919148,1649410.06520045,11353095.7743554,937581.327987226,3240627.93865195,9700579.43961954
"C8-Neg-003255","PS(19:1_17:2)","C42 H76 N O10 P",297984.998410011,287771.075582332,107533.152014636,215552.621830449,320857.314422523,97106.7932847666,257399.112935188,166028.068099481
"C8-Neg-003269","PS(12:0_24:2)","C42 H78 N O10 P",NA,NA,135288.937929133,196547.137182562,NA,21677.6421998873,NA,239929.276453923
"C8-Neg-003274","CL(12:0COOH_22:0_24:1_21:2)","C88 H164 O19 P2",49074467.4607482,72502633.3071033,23642026.0286754,28694127.46949,72999447.001374,17972816.975916,42763030.3165071,50920643.2673321
"C8-Neg-003289","PE 18:0_22:3","C45 H84 N O8 P",14188.2617919304,NA,NA,15113.0476542297,98778.2824217794,NA,28199.7494310364,25683.2287612299
"C8-Neg-003309","CL(18:0_20:1CHO_23:1_21:2)","C91 H168 O18 P2",1795002.94292935,2454461.74083196,52655.1057453449,2081589.83747313,2782339.20514857,1095141.07400932,2128218.71818064,2011624.48317688
"C8-Neg-003315","PE O-20:1_22:4","C47 H86 N O7 P",NA,NA,319112.734694364,NA,970561.906146182,NA,674050.52768215,674551.56385716
"C8-Neg-003330","PC 18:0_20:3","C46 H86 N O8 P",371995.535385732,510784.906197176,NA,NA,489433.01387592,NA,147030.270221806,280375.498317342
"C8-Neg-003337","PS 18:1_20:1","C44 H82 N O10 P",3471386.4856564,4689786.90043865,636237.312074402,1233447.09988014,NA,252100.057096051,1525565.39803407,2803601.06594737
"C8-Neg-003343","PG(20:3_20:4)","C46 H77 O10 P",832195.344597261,7937807.36103471,492868.416201291,573079.16502179,2222178.56728762,359050.708482422,1431823.11386124,1307829.52425804
"C8-Neg-003366","PA(22:0_23:5)","C48 H85 O8 P",44437.6431727035,NA,NA,50302.9620773909,21239.9391768975,NA,NA,23693.4714234069
"C8-Neg-003377","PI(16:1_18:3)","C43 H75 O13 P",107902.515930049,151528.024632925,48938.9446306992,64942.2762646176,157750.319635207,43822.7980387332,133744.95274666,91760.9173708251
"C8-Neg-003378","PI(16:1_18:3)","C43 H75 O13 P",91336.7756657283,203962.729520764,48938.9446306992,64942.2762646176,101402.278509264,43822.7980387332,68700.8122896275,53324.0941260076
"C8-Neg-003380","PS 20:4_20:4","C46 H74 N O10 P",320134.373894879,902733.163146437,351003.108012571,420885.17848924,985609.363942757,258947.689457195,597469.357834815,571149.612263829
"C8-Neg-003382","CL(23:1_19:4CHO_22:4_22:4CHO)","C95 H156 O19 P2",154250.823640273,153981.474172969,81414.5964935548,647884.882538056,74484.1376936968,111929.685402642,94076.8358636081,526344.214256917
"C8-Neg-003385","PI 34:2","C43 H79 O13 P",2020661.94592888,2067415.41215353,961493.77296247,1511244.92724988,2309026.89292787,693743.922631584,1975783.80567189,1517342.11173288
"C8-Neg-003387","2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoserine","C46 H78 N O10 P",1773899.55491805,3825640.06145992,1184135.80073462,1872279.10031873,4313829.32481217,401748.777780543,2428071.34315884,2365265.73521277
"C8-Neg-003391","2-Docosahexaenoyl-1-stearoyl-sn-glycero-3-phosphoserine","C46 H78 N O10 P",1109588.15352446,206912.781123232,12735.4553871083,944869.249180292,276796.402158448,1008019.07855537,1091279.69821136,1226631.73671781
"C8-Neg-003396","PI(22:0_12:1)","C43 H81 O13 P",40804.5206992943,1906573.49674542,81682.1703530437,529582.984752324,2145549.9302315,228761.533046508,687305.863412967,1009078.95716077
"C8-Neg-003398","PI(22:0_12:1)","C43 H81 O13 P",327454.619363081,1906573.49674542,134341.606330171,529582.984752324,NA,228761.533046508,687305.863412967,616196.37298941
"C8-Neg-003404","PS 40:5","C46 H80 N O10 P",1456231.52198678,2173205.71757994,NA,810080.171831388,2361223.98934602,NA,1254073.22010353,1615948.38518558
"C8-Neg-003405","PS 18:0_22:5","C46 H80 N O10 P",NA,1924278.9930171,583642.960499747,721715.287137336,1015193.92011672,935202.202086978,1519948.71568758,NA
"C8-Neg-003406","PS 40:5","C46 H80 N O10 P",1241850.43254842,2357681.81400104,32374.4192098823,1134965.42447344,2150789.14193024,83910.5131614312,1401243.48759061,1543289.16700728
"C8-Neg-003412","PI 34:0","C43 H83 O13 P",NA,NA,532656.261950344,3377504.21350491,NA,361625.688910266,521382.443568424,540008.419466286
"C8-Neg-003418","PS(15:0_25:3)","C46 H84 N O10 P",293663.424840855,2768604.61420331,501016.241194018,137572.908839886,352159.261262723,242084.243605924,6443112.40199854,1135744.71564605
"C8-Neg-003422","Phosphatidylglyceride 20:4-22:6","C48 H75 O10 P",83665.1980668994,NA,NA,NA,NA,NA,NA,NA
"C8-Neg-003423","PG(17:2_25:8)","C48 H75 O10 P",NA,61422.1907572452,NA,NA,44269.9498119612,NA,36259.8613283478,NA
"C8-Neg-003427","PS 18:1_22:1","C46 H86 N O10 P",211151.533567537,251463.96296072,253890.596878247,349368.394401775,340554.681510696,227125.486361047,297550.760688838,272518.267076146
