"","transcriptId","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","distanceToTSS","entrezgene_id","hgnc_symbol"
"429","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905838,"RNA5S14"
"430","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905822,"RNA5S14"
"431","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905426,"RNA5S14"
"432","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905764,"RNA5S14"
"433","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905429,"RNA5S14"
"434","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905784,"RNA5S14"
"435","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905762,"RNA5S14"
"436","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905782,"RNA5S14"
"437","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905819,"RNA5S14"
"438","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905835,"RNA5S14"
"439","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905765,"RNA5S14"
"440","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905432,"RNA5S14"
"441","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905783,"RNA5S14"
"442","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905754,"RNA5S14"
"443","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905779,"RNA5S14"
"444","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905836,"RNA5S14"
"445","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905778,"RNA5S14"
"446","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905785,"RNA5S14"
"447","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905755,"RNA5S14"
"448","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905428,"RNA5S14"
"449","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905768,"RNA5S14"
"450","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905759,"RNA5S14"
"451","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905763,"RNA5S14"
"452","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905435,"RNA5S14"
"453","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905756,"RNA5S14"
"454","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905422,"RNA5S14"
"455","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905424,"RNA5S14"
"456","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905839,"RNA5S14"
"457","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905807,"RNA5S14"
"458","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905786,"RNA5S14"
"459","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905802,"RNA5S14"
"460","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905430,"RNA5S14"
"461","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905840,"RNA5S14"
"462","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905832,"RNA5S14"
"463","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905776,"RNA5S14"
"464","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905775,"RNA5S14"
"465","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905760,"RNA5S14"
"466","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905433,"RNA5S14"
"467","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905824,"RNA5S14"
"468","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905825,"RNA5S14"
"469","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905798,"RNA5S14"
"470","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905800,"RNA5S14"
"471","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905841,"RNA5S14"
"472","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905801,"RNA5S14"
"473","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905758,"RNA5S14"
"474","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905842,"RNA5S14"
"475","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905757,"RNA5S14"
"476","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905787,"RNA5S14"
"477","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905431,"RNA5S14"
"478","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905777,"RNA5S14"
"479","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905834,"RNA5S14"
"480","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,100169765,"RNA5S14"
"481","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905792,"RNA5S14"
"482","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905780,"RNA5S14"
"483","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905425,"RNA5S14"
"484","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905438,"RNA5S14"
"485","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905771,"RNA5S14"
"486","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905770,"RNA5S14"
"487","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905803,"RNA5S14"
"488","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905831,"RNA5S14"
"489","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905828,"RNA5S14"
"490","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905804,"RNA5S14"
"491","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905761,"RNA5S14"
"492","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905434,"RNA5S14"
"493","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905791,"RNA5S14"
"494","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905437,"RNA5S14"
"495","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905436,"RNA5S14"
"496","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905797,"RNA5S14"
"497","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905796,"RNA5S14"
"498","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905829,"RNA5S14"
"499","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905794,"RNA5S14"
"500","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905773,"RNA5S14"
"501","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905830,"RNA5S14"
"502","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905846,"RNA5S14"
"503","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905833,"RNA5S14"
"504","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905774,"RNA5S14"
"505","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905805,"RNA5S14"
"506","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905793,"RNA5S14"
"507","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905795,"RNA5S14"
"508","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905844,"RNA5S14"
"509","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905769,"RNA5S14"
"510","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905827,"RNA5S14"
"511","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905826,"RNA5S14"
"512","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905772,"RNA5S14"
"513","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905845,"RNA5S14"
"514","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905788,"RNA5S14"
"515","ENST00000364485.1","chr1",228640382,228640713,332,"*","Promoter (<=1kb)",1,228639337,228639455,119,2,"100169765",-927,124905843,"RNA5S14"
"516","ENST00000365668.1","chr12",120291893,120292243,351,"*","Promoter (<=1kb)",12,120291763,120291903,141,2,"26834",0,26834,"RNU4-2"
"517","ENST00000366711.4","chr1",228165569,228166028,460,"*","Promoter (<=1kb)",1,228165804,228182257,16454,1,"200205",0,200205,"IBA57"
"518","ENST00000366795.4","chr6",168379425,168379715,291,"*","Distal Intergenic",6,168306904,168319777,12874,2,"168002",-59648,168002,"DACT2"
"519","ENST00000367183.7","chr1",204506780,204507184,405,"*","Distal Intergenic",1,204516379,204558119,41741,1,"4194",-9195,4194,"MDM4"
"520","ENST00000367570.6","chr1",181426750,181427094,345,"*","Intron (ENST00000524607.6/777, intron 2 of 11)",1,181482854,181801580,318727,1,"777",-55760,777,"CACNA1E"
"521","ENST00000367771.11","chr1",169893740,169894261,522,"*","Promoter (<=1kb)",1,169849631,169893896,44266,2,"57147",0,57147,"SCYL3"
"522","ENST00000367833.7","chr1",168161473,168162605,1133,"*","Distal Intergenic",1,168178962,168202109,23148,1,"261726",-16357,261726,"TIPRL"
"523","ENST00000367974.2","chr1",161389760,161390197,438,"*","Exon (ENST00000688159.2/ENST00000688159.2, exon 1 of 1)",1,161364733,161367876,3144,2,"257177",-21884,257177,"CFAP126"
"524","ENST00000368385.8","chr1",155173864,155174295,432,"*","Promoter (<=1kb)",1,155173878,155180621,6744,1,"80128",0,80128,"TRIM46"
"525","ENST00000368439.5","chr1",154974602,154975033,432,"*","Promoter (<=1kb)",1,154974653,154979248,4596,1,"1163",0,1163,"CKS1B"
"526","ENST00000368467.4","chr1",154936968,154937270,303,"*","Promoter (<=1kb)",1,154924740,154936719,11980,2,"10654",-249,10654,"PMVK"
"527","ENST00000368489.6","chr1",154325069,154325487,419,"*","Promoter (<=1kb)",1,154325525,154351304,25780,1,"57198",-38,57198,"ATP8B2"
"528","ENST00000368555.3","chr10",133333985,133334502,518,"*","Promoter (2-3kb)",10,133327427,133336872,9446,2,"50632",2370,50632,"CALY"
"529","ENST00000368585.3","chr10",132945957,132946356,400,"*","Exon (ENST00000443633.1/101927590, exon 2 of 2)",10,132929185,132942823,13639,2,"54777",-3134,54777,"CFAP46"
"530","ENST00000368594.8","chr10",132537340,132537719,380,"*","Promoter (<=1kb)",10,132537787,132783480,245694,1,"3632",-68,3632,"INPP5A"
"531","ENST00000368627.1","chr10",132190584,132190881,298,"*","Promoter (1-2kb)",10,132192760,132205235,12476,1,"10570",-1879,10570,"DPYSL4"
"532","ENST00000368627.1","chr10",132191508,132191943,436,"*","Promoter (<=1kb)",10,132192760,132205235,12476,1,"10570",-817,10570,"DPYSL4"
"533","ENST00000369016.8","chr1",150629317,150629666,350,"*","Promoter (<=1kb)",1,150600851,150629566,28716,2,"2029",0,2029,"ENSA"
"534","ENST00000369159.3","chr1",149842665,149843125,461,"*","Promoter (<=1kb)",1,149842218,149842750,533,2,"8337",0,8337,"H2AC18"
"535","ENST00000370053.3","chr20",63653424,63653758,335,"*","Promoter (<=1kb)",20,63639712,63653424,13713,2,"50861",0,50861,"STMN3"
"536","ENST00000370307.6","chr20",63266443,63266897,455,"*","Intron (ENST00000370307.6/128414, intron 1 of 6)",20,63241390,63272694,31305,2,"128414",5797,128414,"NKAIN4"
"537","ENST00000370487.5","chr20",62793725,62794351,627,"*","Promoter (2-3kb)",20,62796473,62801729,5257,1,"55257",-2122,55257,"MRGBP"
"538","ENST00000370861.1","chr20",62142459,62142821,363,"*","Promoter (<=1kb)",20,62136857,62142596,5740,2,"5688",0,5688,"PSMA7"
"539","ENST00000371095.7","chr20",58890603,58890887,285,"*","Promoter (<=1kb)",20,58891302,58911192,19891,1,"2778",-415,2778,"GNAS"
"540","ENST00000371368.5","chr1",53946048,53946406,359,"*","Promoter (<=1kb)",1,53946085,53958252,12168,1,"115353",0,115353,"LRRC42"
"541","ENST00000371390.1","chr9",137976262,137977258,997,"*","Intron (ENST00000371372.6/774, intron 12 of 46)",9,137867925,137892570,24646,2,"100133077",-83692,100133077,""
"542","ENST00000371586.6","chr1",52366170,52366427,258,"*","Promoter (<=1kb)",1,52350593,52366193,15601,2,"200014",0,200014,"CC2D1B"
"543","ENST00000371756.4","chr9",135981579,135982077,499,"*","Distal Intergenic",9,135932969,135961373,28405,2,"10422",-20206,10422,"UBAC1"
"544","ENST00000371756.4","chr9",135981744,135982423,680,"*","Distal Intergenic",9,135932969,135961373,28405,2,"10422",-20371,10422,"UBAC1"
"545","ENST00000371756.4","chr9",135977707,135978309,603,"*","Distal Intergenic",9,135932969,135961373,28405,2,"10422",-16334,10422,"UBAC1"
"546","ENST00000371851.1","chr9",134003173,134003502,330,"*","Distal Intergenic",9,133761894,133992604,230711,2,"7410",-10569,7410,"VAV2"
"547","ENST00000371851.1","chr9",133993808,133994053,246,"*","Promoter (1-2kb)",9,133761894,133992604,230711,2,"7410",-1204,7410,"VAV2"
"548","ENST00000372587.5","chr1",41528234,41528989,756,"*","Intron (ENST00000643665.1/59269, intron 4 of 7)",1,41478775,41484683,5909,2,"1907",-43551,1907,"EDN2"
"549","ENST00000372587.5","chr1",41491219,41491563,345,"*","Distal Intergenic",1,41478775,41484683,5909,2,"1907",-6536,1907,"EDN2"
"550","ENST00000373030.8","chr20",43590664,43590947,284,"*","Promoter (<=1kb)",20,43590937,43647299,56363,1,"51098",0,51098,"IFT52"
"551","ENST00000373078.5","chr9",128067530,128067835,306,"*","Promoter (<=1kb)",9,128061233,128067320,6088,2,"203245",-210,203245,"NAIF1"
"552","ENST00000373165.7","chrX",85243992,85244396,405,"*","Promoter (<=1kb)",23,85244032,85273360,29329,1,"7552",0,7552,"ZNF711"
"553","ENST00000373277.8","chr9",127771357,127771633,277,"*","Promoter (<=1kb)",9,127738317,127771438,33122,2,"10044",0,10044,"SH2D3C"
"554","ENST00000373357.3","chrX",76149306,76149646,341,"*","Distal Intergenic",23,76173040,76178196,5157,1,"51260",-23394,51260,"PBDC1"
"555","ENST00000373357.3","chrX",76149752,76150000,249,"*","Distal Intergenic",23,76173040,76178196,5157,1,"51260",-23040,51260,"PBDC1"
"556","ENST00000373509.6","chr6",37169757,37170010,254,"*","Promoter (<=1kb)",6,37170152,37175428,5277,1,"5292",-142,5292,"PIM1"
"557","ENST00000374269.2","chr1",26111350,26111687,338,"*","Promoter (<=1kb)",1,26111824,26125555,13732,1,"149420",-137,149420,"PDIK1L"
"558","ENST00000374294.3","chr9",111641749,111642066,318,"*","Intron (ENST00000313525.4/548645, intron 1 of 3)",9,111631386,111670229,38844,1,"552891",10363,552891,"DNAJC25-GNG10"
"559","ENST00000374383.1","chr9",111387380,111387912,533,"*","Intron (ENST00000684092.1/23392, intron 31 of 49)",9,111361886,111371788,9903,2,"23392",-15592,23392,"ECPAS"
"560","ENST00000374586.8","chr9",109119791,109120145,355,"*","Promoter (<=1kb)",9,109015135,109119947,104813,2,"23731",0,23731,"TMEM245"
"561","ENST00000374791.7","chr11",131342259,131342649,391,"*","Intron (ENST00000606885.1/ENST00000606885.1, intron 1 of 1)",11,131370478,132336822,966345,1,"50863",-27829,50863,"NTM"
"562","ENST00000375371.4","chr1",18791221,18791518,298,"*","Distal Intergenic",1,18839599,18859660,20062,2,"80834",68142,80834,"TAS1R2"
"563","ENST00000375640.7","chr6",31831625,31831975,351,"*","Promoter (2-3kb)",6,31834608,31839761,5154,1,"50854",-2633,50854,"SNHG32"
"564","ENST00000375650.5","chr6",31827273,31828541,1269,"*","Promoter (<=1kb)",6,31827738,31830254,2517,1,"3304",0,3304,"HSPA1B"
"565","ENST00000375651.7","chr6",31818065,31818772,708,"*","Promoter (2-3kb)",6,31815543,31817942,2400,1,"3303",2522,3303,"HSPA1A"
"566","ENST00000375651.7","chr6",31816616,31817594,979,"*","Promoter (1-2kb)",6,31815543,31817942,2400,1,"3303",1073,3303,"HSPA1A"
"567","ENST00000375654.5","chr6",31814570,31815392,823,"*","Promoter (<=1kb)",6,31809619,31815283,5665,2,"3305",0,3305,"HSPA1L"
"568","ENST00000375713.1","chr13",111591935,111592223,289,"*","Intron (ENST00000375713.1/102724489, intron 1 of 3)",13,111588291,111672608,84318,1,"102724489",3644,105370369,"LINC02337"
"569","ENST00000375759.8","chr1",15847187,15847745,559,"*","Promoter (<=1kb)",1,15847707,15940456,92750,1,"23013",0,23013,"SPEN"
"570","ENST00000376682.8","chr12",131032943,131033309,367,"*","Intron (ENST00000261654.10/283383, intron 13 of 24)",12,131002499,131141460,138962,1,"283383",30444,283383,"ADGRD1"
"571","ENST00000376682.8","chr12",131029585,131029932,348,"*","Exon (ENST00000535370.2/ENST00000535370.2, exon 2 of 2)",12,131002499,131141460,138962,1,"283383",27086,283383,"ADGRD1"
"572","ENST00000376865.1","chr2",100466131,100466516,386,"*","Distal Intergenic",2,100470482,100483280,12799,1,"129521",-3966,129521,"NMS"
"573","ENST00000377459.3","chr6",27146721,27147265,545,"*","Promoter (<=1kb)",6,27147106,27147562,457,1,"85235",0,85235,"H2AC12"
"574","ENST00000377633.7","chr7",159088900,159089466,567,"*","Intron (ENST00000262178.7/7434, intron 4 of 12)",7,159030455,159097204,66750,2,"7434",7738,7434,"VIPR2"
"575","ENST00000377777.6","chr6",26157135,26157933,799,"*","Promoter (<=1kb)",6,26158122,26158607,486,1,"3017",-189,3017,"H2BC5"
"576","ENST00000377803.4","chr6",26103612,26103928,317,"*","Promoter (<=1kb)",6,26103933,26104337,405,1,"8364",-5,8364,"H4C3"
"577","ENST00000378120.5","chr7",155350381,155350769,389,"*","Distal Intergenic",7,155356985,155367934,10950,2,"338436",17165,338436,"BLACE"
"578","ENST00000378120.5","chr7",155340909,155341390,482,"*","Distal Intergenic",7,155356985,155367934,10950,2,"338436",26544,338436,"BLACE"
"579","ENST00000378165.9","chr10",15169157,15169447,291,"*","Promoter (<=1kb)",10,15105770,15168693,62924,2,"9397",-464,9397,"NMT2"
"580","ENST00000378165.9","chr10",15169025,15169462,438,"*","Promoter (<=1kb)",10,15105770,15168693,62924,2,"9397",-332,9397,"NMT2"
"581","ENST00000378215.8","chr19",41263891,41264229,339,"*","Promoter (<=1kb)",19,41264372,41307038,42667,1,"11100",-143,11100,"HNRNPUL1"
"582","ENST00000378280.5","chr1",3686784,3687106,323,"*","Intron (ENST00000378295.9/7161, intron 3 of 13)",1,3690672,3733292,42621,1,"7161",-3566,7161,"TP73"
"583","ENST00000378389.5","chr1",3415016,3415361,346,"*","Intron (ENST00000511072.5/63976, intron 10 of 15)",1,3424919,3434095,9177,1,"63976",-9558,63976,"PRDM16"
"584","ENST00000378404.4","chr1",2976767,2977200,434,"*","Distal Intergenic",1,3021467,3022903,1437,1,"140625",-44267,140625,"ACTRT2"
"585","ENST00000378409.7","chr9",35657963,35658543,581,"*","Promoter (<=1kb)",9,35658290,35661499,3210,1,"203260",0,203260,"CCDC107"
"586","ENST00000378426.5","chrX",40647296,40647783,488,"*","Promoter (<=1kb)",23,40626921,40647554,20634,2,"159013",0,159013,"CXorf38"
"587","ENST00000378590.4","chr1",1979815,1980286,472,"*","Intron (ENST00000493964.5/85452, intron 6 of 37)",1,1987962,1990929,2968,2,"85452",10643,85452,"CFAP74"
"588","ENST00000378888.10","chr1",1350909,1351210,302,"*","Promoter (1-2kb)",1,1335278,1349418,14141,2,"1855",-1491,1855,"DVL1"
"589","ENST00000379099.3","chr1",1289008,1290161,1154,"*","Promoter (1-2kb)",1,1287109,1290943,3835,1,"6339",1899,6339,"SCNN1D"
"590","ENST00000379256.4","chr10",11283919,11284493,575,"*","Intron (ENST00000637215.1/10659, intron 9 of 14)",10,11316833,11319884,3052,2,"414196",35391,414196,"CELF2-AS1"
"591","ENST00000379607.10","chrX",20141593,20142552,960,"*","Promoter (<=1kb)",23,20124525,20141838,17314,2,"1964",0,1964,"EIF1AX"
"592","ENST00000379607.10","chrX",20141593,20142552,960,"*","Promoter (<=1kb)",23,20124525,20141838,17314,2,"1964",0,124905557,"EIF1AX"
"593","ENST00000380155.4","chrX",16719199,16719811,613,"*","Promoter (<=1kb)",23,16719612,16765340,45729,1,"94056",0,94056,"SYAP1"
"594","ENST00000380262.7","chr17",7932126,7932417,292,"*","Promoter (<=1kb)",17,7932155,7949576,17422,1,"116840",0,116840,"CNTROB"
"595","ENST00000380336.5","chrX",15674625,15675774,1150,"*","Promoter (<=1kb)",23,15674932,15697751,22820,1,"340591",0,340591,""
"596","ENST00000380776.5","chr11",2580676,2580960,285,"*","Intron (ENST00000496887.7/3784, intron 7 of 15)",11,2461887,2527973,66087,1,"3784",118789,3784,"KCNQ1"
"597","ENST00000380907.3","chr6",601869,602297,429,"*","Intron (ENST00000230449.9/55770, intron 7 of 27)",6,655939,657100,1162,2,"135458",54803,135458,"HUS1B"
"598","ENST00000380907.3","chr6",601172,601476,305,"*","Intron (ENST00000230449.9/55770, intron 7 of 27)",6,655939,657100,1162,2,"135458",55624,135458,"HUS1B"
"599","ENST00000380981.3","chr22",48862669,48863066,398,"*","Distal Intergenic",22,48866770,48898386,31617,1,"100128946",-3704,100128946,"LINC01310"
"600","ENST00000380996.9","chr11",2400323,2400994,672,"*","Promoter (<=1kb)",11,2400488,2403878,3391,1,"10078",0,10078,"TSSC4"
"601","ENST00000381176.5","chr22",44362253,44362747,495,"*","Distal Intergenic",22,44243665,44312951,69287,2,"85352",-49302,85352,"SHISAL1"
"602","ENST00000381312.6","chr10",1671820,1672436,617,"*","Intron (ENST00000381312.6/105, intron 1 of 9)",10,1177313,1737525,560213,2,"105",65089,105,"ADARB2"
"603","ENST00000381312.6","chr10",1800283,1800565,283,"*","Distal Intergenic",10,1177313,1737525,560213,2,"105",-62758,105,"ADARB2"
"604","ENST00000381317.9","chrX",1452589,1453969,1381,"*","Promoter (<=1kb)",23,1403139,1452909,49771,2,"8623",0,8623,"ASMTL"
"605","ENST00000381344.8","chr10",1049080,1049409,330,"*","Promoter (<=1kb)",10,1039419,1049119,9701,2,"3422",0,3422,"IDI1"
"606","ENST00000381575.6","chrX",724824,725380,557,"*","Distal Intergenic",23,630807,659411,28605,1,"6473",94017,6473,"SHOX"
"607","ENST00000381575.6","chrX",647555,648017,463,"*","3' UTR",23,630807,659411,28605,1,"6473",16748,6473,"SHOX"
