"","transcriptId","seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","distanceToTSS","entrezgene_id","hgnc_symbol"
"425","ENST00000451586.1","chr1",186375520,186375815,296,"*","Promoter (<=1kb)",1,186373393,186375693,2301,2,"7175",0,7175,"TPR"
"426","ENST00000451618.1","chr21",46034489,46034831,343,"*","Promoter (2-3kb)",21,46037052,46039807,2756,1,"105372842",-2221,NA,""
"427","ENST00000451807.7","chr17",7204648,7204975,328,"*","Promoter (<=1kb)",17,7197028,7204836,7809,2,"1742",0,1742,"DLG4"
"428","ENST00000452107.6","chr7",55365994,55366285,292,"*","Promoter (<=1kb)",7,55366111,55431528,65418,1,"55915",0,55915,"LANCL2"
"429","ENST00000452176.2","chr1",630819,631304,486,"*","Promoter (<=1kb)",1,627377,631150,3774,2,"101928626",0,101928626,""
"430","ENST00000452176.2","chr1",630819,631304,486,"*","Promoter (<=1kb)",1,627377,631150,3774,2,"101928626",0,124901156,""
"431","ENST00000452176.2","chr1",629234,629975,742,"*","Promoter (1-2kb)",1,627377,631150,3774,2,"101928626",1175,101928626,""
"432","ENST00000452176.2","chr1",629234,629975,742,"*","Promoter (1-2kb)",1,627377,631150,3774,2,"101928626",1175,124901156,""
"433","ENST00000452206.5","chr2",200811517,200811805,289,"*","Promoter (<=1kb)",2,200811546,200818083,6538,1,"9689",0,9689,"BZW1"
"434","ENST00000453464.3","chr1",1079021,1079239,219,"*","Distal Intergenic",1,1070967,1074306,3340,2,"401934",-4715,401934,"RNF223"
"435","ENST00000454037.1","chr4",759379,759655,277,"*","Intron (ENST00000470161.6/10336, intron 8 of 10)",4,764487,765074,588,2,"100129917",5419,100129917,"PCGF3-AS1"
"436","ENST00000454158.7","chr4",37686466,37686690,225,"*","Promoter (<=1kb)",4,37610634,37686376,75743,2,"768211",-90,768211,"RELL1"
"437","ENST00000454947.1","chr2",235051272,235051474,203,"*","Intron (ENST00000392011.7/23677, intron 4 of 5)",2,234994840,235040942,46103,1,"23677",56432,23677,"SH3BP4"
"438","ENST00000455133.1","chr1",91387256,91387487,232,"*","Intron (ENST00000370425.8/164045, intron 4 of 38)",1,91394173,91404735,10563,2,"164045",17248,164045,"HFM1"
"439","ENST00000455798.6","chr19",54189890,54190507,618,"*","Promoter (<=1kb)",19,54189938,54194532,4595,1,"79042",0,79042,"TSEN34"
"440","ENST00000455997.5","chr3",45689077,45689597,521,"*","Promoter (<=1kb)",3,45689186,45745407,56222,1,"22908",0,22908,"SACM1L"
"441","ENST00000457143.6","chr21",25735038,25735339,302,"*","Promoter (<=1kb)",21,25724480,25735033,10554,2,"522",-5,522,"ATP5PF"
"442","ENST00000457717.6","chr4",99563709,99564137,429,"*","Promoter (<=1kb)",4,99564081,99623240,59160,1,"4547",0,4547,"MTTP"
"443","ENST00000458200.2","chr1",125179825,125180059,235,"*","Distal Intergenic",1,121519345,121568791,49447,1,"647121",3660480,NA,"EMBP1"
"444","ENST00000458200.2","chr1",122798694,122798972,279,"*","Distal Intergenic",1,121519345,121568791,49447,1,"647121",1279349,NA,"EMBP1"
"445","ENST00000458200.2","chr1",122718521,122718747,227,"*","Distal Intergenic",1,121519345,121568791,49447,1,"647121",1199176,NA,"EMBP1"
"446","ENST00000458200.2","chr1",123400002,123400260,259,"*","Distal Intergenic",1,121519345,121568791,49447,1,"647121",1880657,NA,"EMBP1"
"447","ENST00000458200.2","chr1",123307256,123307638,383,"*","Distal Intergenic",1,121519345,121568791,49447,1,"647121",1787911,NA,"EMBP1"
"448","ENST00000460409.1","chr7",45084591,45084857,267,"*","Exon (ENST00000490531.3/23148, exon 2 of 8)",7,45080979,45081400,422,2,"23148",-3191,23148,"NACAD"
"449","ENST00000460467.1","chr3",16747226,16747461,236,"*","Distal Intergenic",3,16802651,17011084,208434,1,"23228",-55190,23228,"PLCL2"
"450","ENST00000460680.6","chr3",52410195,52410446,252,"*","Promoter (<=1kb)",3,52401008,52410008,9001,2,"8314",-187,8314,"BAP1"
"451","ENST00000461143.1","chr7",83061441,83061657,217,"*","Intron (ENST00000333891.14/27445, intron 3 of 24)",7,82966421,83134610,168190,2,"27445",72953,27445,"PCLO"
"452","ENST00000461242.1","chr3",50121763,50121955,193,"*","Intron (ENST00000437204.1/100129060, intron 3 of 3)",3,50116545,50117175,631,1,"10181",5218,10181,"RBM5"
"453","ENST00000461785.1","chr21",45500629,45500906,278,"*","Intron (ENST00000651438.1/80781, intron 32 of 41)",21,45502513,45504121,1609,2,"6573",3215,6573,"SLC19A1"
"454","ENST00000461977.1","chr1",174999458,174999963,506,"*","Promoter (<=1kb)",1,174999471,175004968,5498,1,"27101",0,27101,"CACYBP"
"455","ENST00000462488.1","chr1",248945723,248946333,611,"*","Distal Intergenic",1,248906372,248917401,11030,1,"267002",39351,267002,"PGBD2"
"456","ENST00000462742.1","chr21",44338788,44339342,555,"*","Promoter (<=1kb)",21,44329891,44338784,8894,2,"755",-4,755,"CFAP410"
"457","ENST00000462829.2","chr12",132135071,132135318,248,"*","Distal Intergenic",12,132137435,132139973,2539,2,"317781",4655,317781,"DDX51"
"458","ENST00000462917.1","chr17",41688825,41689347,523,"*","Promoter (<=1kb)",17,41688885,41691646,2762,1,"10209",0,10209,"EIF1"
"459","ENST00000463863.5","chr3",150546526,150547009,484,"*","Promoter (<=1kb)",3,150546678,150558729,12052,1,"83939",0,83939,"EIF2A"
"460","ENST00000463880.1","chr3",57597490,57597712,223,"*","Promoter (<=1kb)",3,57575623,57597508,21886,2,"378",0,378,"ARF4"
"461","ENST00000464076.3","chr19",18204184,18204582,399,"*","Promoter (<=1kb)",19,18196799,18204042,7244,2,"5864",-142,5864,"RAB3A"
"462","ENST00000465681.1","chr7",1031562,1031776,215,"*","Intron (ENST00000418941.1/ENST00000418941.1, intron 1 of 1)",7,1024502,1028352,3851,2,"84310",-3210,84310,"C7orf50"
"463","ENST00000465848.1","chr1",224183635,224183854,220,"*","Promoter (<=1kb)",1,224183675,224190052,6378,1,"8560",0,8560,"DEGS1"
"464","ENST00000465886.1","chr22",17877134,17877288,155,"*","Promoter (<=1kb)",22,17871930,17876872,4943,2,"57553",-262,57553,"MICAL3"
"465","ENST00000466150.1","chrX",115732288,115732972,685,"*","Intron (ENST00000664453.1/642776, intron 1 of 3)",23,115640304,115646157,5854,1,"5358",91984,5358,"PLS3"
"466","ENST00000466150.1","chrX",115727963,115728520,558,"*","Intron (ENST00000664453.1/642776, intron 1 of 3)",23,115640304,115646157,5854,1,"5358",87659,5358,"PLS3"
"467","ENST00000466150.1","chrX",115728732,115729044,313,"*","Intron (ENST00000664453.1/642776, intron 1 of 3)",23,115640304,115646157,5854,1,"5358",88428,5358,"PLS3"
"468","ENST00000466152.5","chr20",50958524,50958777,254,"*","Promoter (<=1kb)",20,50934867,50958550,23684,2,"8813",0,8813,"DPM1"
"469","ENST00000466474.6","chr21",46323997,46324843,847,"*","Promoter (<=1kb)",21,46324124,46389635,65512,1,"5116",0,5116,"PCNT"
"470","ENST00000466853.1","chr7",967945,968140,196,"*","3' UTR",7,972942,975116,2175,2,"90639",6976,90639,"COX19"
"471","ENST00000468280.5","chr19",52190155,52190358,204,"*","Promoter (<=1kb)",19,52190114,52211694,21581,1,"5518",41,5518,"PPP2R1A"
"472","ENST00000468410.5","chr7",107168489,107168854,366,"*","Promoter (<=1kb)",7,107168961,107202508,33548,1,"26959",-107,26959,"HBP1"
"473","ENST00000468642.5","chr3",112561751,112562376,626,"*","Promoter (<=1kb)",3,112562037,112570574,8538,1,"55032",0,55032,"SLC35A5"
"474","ENST00000468956.1","chrX",47650696,47650973,278,"*","Promoter (<=1kb)",23,47648887,47650604,1718,2,"2002",-92,2002,"ELK1"
"475","ENST00000469464.1","chr10",1239524,1240208,685,"*","Promoter (<=1kb)",10,1215676,1240530,24855,2,"105",322,105,"ADARB2"
"476","ENST00000469741.6","chr19",40750538,40750884,347,"*","Promoter (<=1kb)",19,40740856,40750553,9698,2,"284325",0,284325,"ACTMAP"
"477","ENST00000469834.2","chr6",519654,519981,328,"*","Intron (ENST00000230449.9/55770, intron 23 of 27)",6,391777,396085,4309,1,"3662",127877,3662,"IRF4"
"478","ENST00000469867.1","chr2",24076167,24076730,564,"*","Promoter (<=1kb)",2,24076526,24097468,20943,1,"375190",0,375190,"FAM228B"
"479","ENST00000470511.5","chr1",2123702,2123972,271,"*","Intron (ENST00000378567.8/5590, intron 4 of 17)",1,2116205,2150897,34693,1,"5590",7497,5590,"PRKCZ"
"480","ENST00000471328.1","chr7",215481,215753,273,"*","Intron (ENST00000313766.6/56975, intron 3 of 9)",7,195625,197575,1951,1,"56975",19856,56975,"FAM20C"
"481","ENST00000471328.1","chr7",215644,216172,529,"*","Intron (ENST00000313766.6/56975, intron 3 of 9)",7,195625,197575,1951,1,"56975",20019,56975,"FAM20C"
"482","ENST00000472445.1","chr1",1346069,1346280,212,"*","Promoter (2-3kb)",1,1341770,1348955,7186,2,"1855",2675,1855,"DVL1"
"483","ENST00000472814.1","chr1",10744391,10744683,293,"*","Intron (ENST00000377022.8/54897, intron 2 of 20)",1,10704196,10705575,1380,2,"54897",-38816,54897,"CASZ1"
"484","ENST00000473741.1","chr15",29949508,29949822,315,"*","Intron (ENST00000356107.11/7082, intron 2 of 28)",15,29800496,29956294,155799,2,"7082",6472,7082,"TJP1"
"485","ENST00000473786.5","chr2",73234325,73234581,257,"*","Promoter (<=1kb)",2,73234336,73249844,15509,1,"10574",0,10574,"CCT7"
"486","ENST00000474414.5","chr1",32394512,32394811,300,"*","Promoter (<=1kb)",1,32378763,32394731,15969,2,"55108",0,55108,"BSDC1"
"487","ENST00000474808.1","chr8",26661654,26661972,319,"*","Distal Intergenic",8,26637530,26643522,5993,1,"1808",24124,1808,"DPYSL2"
"488","ENST00000474879.7","chr22",50507549,50508063,515,"*","Promoter (<=1kb)",22,50502949,50507702,4754,2,"91289",0,91289,"LMF2"
"489","ENST00000475192.2","chr20",18466850,18467144,295,"*","Promoter (<=1kb)",20,18466878,18477017,10140,1,"10621",0,10621,"POLR3F"
"490","ENST00000475254.5","chr13",113583713,113584146,434,"*","Promoter (<=1kb)",13,113584721,113633285,48565,1,"7027",-575,7027,"TFDP1"
"491","ENST00000475421.1","chr9",123405079,123405287,209,"*","Promoter (1-2kb)",9,123401548,123403573,2026,2,"57706",-1506,57706,"DENND1A"
"492","ENST00000475534.5","chr21",43789186,43789440,255,"*","Promoter (<=1kb)",21,43789513,43797537,8025,1,"8568",-73,8568,"RRP1"
"493","ENST00000475587.2","chr1",156500288,156500671,384,"*","Promoter (<=1kb)",1,156467628,156500753,33126,2,"4209",82,4209,"MEF2D"
"494","ENST00000475757.2","chr11",66258129,66258325,197,"*","Promoter (<=1kb)",11,66258036,66262177,4142,1,"64837",93,64837,"KLC2"
"495","ENST00000475863.5","chr2",74507354,74507702,349,"*","Promoter (<=1kb)",2,74505043,74507416,2374,2,"84759",0,84759,"PCGF1"
"496","ENST00000475947.7","chr17",16438689,16439030,342,"*","Promoter (<=1kb)",17,16438767,16442076,3310,1,"125144",0,125144,"SNHG29"
"497","ENST00000476110.1","chr22",40951010,40951806,797,"*","Promoter (<=1kb)",22,40951347,40964411,13065,1,"9978",0,9978,"RBX1"
"498","ENST00000476805.2","chr2",64750941,64751272,332,"*","Promoter (<=1kb)",2,64636533,64751005,114473,2,"9792",0,9792,"SERTAD2"
"499","ENST00000476826.5","chr6",159789773,159790310,538,"*","Promoter (<=1kb)",6,159789812,159798313,8502,1,"29074",0,29074,"MRPL18"
"500","ENST00000477216.1","chr3",170357396,170357684,289,"*","Promoter (<=1kb)",3,170357678,170360073,2396,1,"6498",0,6498,"SKIL"
"501","ENST00000477616.2","chr19",50329282,50329550,269,"*","Promoter (<=1kb)",19,50311937,50329377,17441,2,"3748",0,3748,"KCNC3"
"502","ENST00000477853.6","chr1",19251505,19252065,561,"*","Promoter (<=1kb)",1,19215660,19251524,35865,2,"23065",0,23065,"EMC1"
"503","ENST00000478556.1","chr10",38010838,38011118,281,"*","Promoter (<=1kb)",10,38010699,38054538,43840,1,"7581",139,7581,"ZNF33A"
"504","ENST00000478754.5","chr2",3331433,3332084,652,"*","Intron (ENST00000398659.8/7260, intron 3 of 9)",2,3188925,3320544,131620,2,"7260",-10889,7260,"EIPR1"
"505","ENST00000479075.6","chr1",32650694,32651429,736,"*","Promoter (<=1kb)",1,32631825,32650903,19079,2,"339487",0,339487,"ZBTB8OS"
"506","ENST00000479201.2","chr7",100429330,100429739,410,"*","Promoter (<=1kb)",7,100429375,100434119,4745,1,"56257",0,56257,"MEPCE"
"507","ENST00000479281.5","chrX",52186857,52187074,218,"*","Promoter (<=1kb)",23,52187633,52192268,4636,1,"728239",-559,728239,"MAGED4"
"508","ENST00000479659.5","chr1",1615173,1615790,618,"*","Promoter (<=1kb)",1,1615454,1630604,15151,1,"142678",0,142678,"MIB2"
"509","ENST00000479715.5","chr20",1114800,1115025,226,"*","Promoter (1-2kb)",20,1113306,1164397,51092,1,"9491",1494,9491,"PSMF1"
"510","ENST00000479923.1","chr1",245103050,245103678,629,"*","Intron (ENST00000366522.6/84288, intron 7 of 7)",1,245107179,245122521,15343,1,"84288",-3501,84288,"EFCAB2"
"511","ENST00000480239.1","chr22",43426521,43426678,158,"*","Intron (ENST00000417669.6/758, intron 2 of 6)",22,43416755,43425225,8471,1,"758",9766,758,"MPPED1"
"512","ENST00000480302.5","chr3",197960010,197960260,251,"*","Promoter (<=1kb)",3,197938660,197960142,21483,2,"84223",0,84223,"IQCG"
"513","ENST00000481028.1","chr22",40406943,40407105,163,"*","Promoter (<=1kb)",22,40407251,40407701,451,1,"27352",-146,27352,"SGSM3"
"514","ENST00000481081.1","chr1",160194640,160194829,190,"*","Promoter (2-3kb)",1,160192638,160199053,6416,1,"844",2002,844,"CASQ1"
"515","ENST00000481479.5","chr1",156338567,156338835,269,"*","Promoter (<=1kb)",1,156338628,156346995,8368,1,"128229",0,128229,"TSACC"
"516","ENST00000481923.1","chr7",35044527,35044796,270,"*","Intron (ENST00000659178.1/105375228, intron 1 of 2)",7,35010468,35038271,27804,2,"23333",-6256,23333,"DPY19L1"
"517","ENST00000483472.2","chr9",131502983,131503282,300,"*","Promoter (<=1kb)",9,131502984,131506812,3829,1,"10585",0,10585,"POMT1"
"518","ENST00000484011.1","chr7",3976459,3977141,683,"*","Intron (ENST00000404826.7/221935, intron 13 of 44)",7,3971466,3974758,3293,1,"221935",4993,221935,"SDK1"
"519","ENST00000484166.5","chr3",158801955,158802176,222,"*","Promoter (<=1kb)",3,158802051,158829716,27666,1,"64747",0,64747,"MFSD1"
"520","ENST00000484657.5","chr22",38705478,38705890,413,"*","Promoter (<=1kb)",22,38705742,38716867,11126,1,"9567",0,9567,"GTPBP1"
"521","ENST00000485207.1","chr21",44981902,44982220,319,"*","Distal Intergenic",21,44973056,44976973,3918,1,"85395",8846,85395,"SLX9"
"522","ENST00000486104.5","chr10",132914250,132914754,505,"*","Promoter (1-2kb)",10,132898517,132916682,18166,2,"54777",1928,54777,"CFAP46"
"523","ENST00000486319.5","chr7",102572645,102572996,352,"*","Promoter (<=1kb)",7,102537920,102572649,34730,2,"123258399",0,123258399,"POLR2J3"
"524","ENST00000486606.5","chr3",119677114,119677357,244,"*","Promoter (<=1kb)",3,119669532,119677294,7763,2,"10063",0,10063,"COX17"
"525","ENST00000486728.5","chr1",1201916,1202336,421,"*","Distal Intergenic",1,1203844,1205680,1837,2,"8784",3344,8784,"TNFRSF18"
"526","ENST00000487186.5","chr1",2212549,2212906,358,"*","Promoter (<=1kb)",1,2189548,2212720,23173,2,"199990",0,199990,"FAAP20"
"527","ENST00000487228.1","chr9",137463862,137464059,198,"*","Promoter (<=1kb)",9,137463435,137464820,1386,2,"375775",761,375775,"PNPLA7"
"528","ENST00000488032.1","chr4",745853,746252,400,"*","Promoter (1-2kb)",4,743865,761364,17500,1,"10336",1988,10336,"PCGF3"
"529","ENST00000488181.3","chr10",126672593,126672842,250,"*","Promoter (1-2kb)",10,126424997,126670693,245697,2,"118611",-1900,118611,"C10orf90"
"530","ENST00000488975.1","chr22",21001125,21001338,214,"*","Promoter (<=1kb)",22,21000272,21001518,1247,2,"80764",180,80764,"THAP7"
"531","ENST00000489152.5","chr2",74482994,74483224,231,"*","Promoter (<=1kb)",2,74483073,74494559,11487,1,"64427",0,64427,"TTC31"
"532","ENST00000490175.5","chr20",17968698,17969042,345,"*","Promoter (<=1kb)",20,17941597,17968800,27204,2,"27131",0,27131,"SNX5"
"533","ENST00000490309.1","chr7",100612180,100612463,284,"*","Promoter (<=1kb)",7,100612184,100613704,1521,1,"64598",0,64598,"MOSPD3"
"534","ENST00000490451.1","chr19",50658286,50658612,327,"*","Promoter (<=1kb)",19,50658496,50659310,815,1,"342918",0,342918,"C19orf81"
"535","ENST00000490511.1","chr10",35195944,35196207,264,"*","Promoter (<=1kb)",10,35196009,35211876,15868,1,"1390",0,1390,"CREM"
"536","ENST00000491019.2","chr9",137517468,137517672,205,"*","Intron (ENST00000406427.6/375775, intron 11 of 34)",9,137522737,137547374,24638,2,"375775",29702,375775,"PNPLA7"
"537","ENST00000491917.2","chr16",88729091,88729293,203,"*","Promoter (1-2kb)",16,88727055,88727843,789,2,"9780",-1248,9780,"PIEZO1"
"538","ENST00000492112.3","chr1",23980128,23980411,284,"*","Promoter (<=1kb)",1,23964347,23980327,15981,2,"10772",0,10772,"SRSF10"
"539","ENST00000492280.5","chr21",39349172,39349677,506,"*","Promoter (<=1kb)",21,39342315,39349344,7030,2,"3150",0,3150,"HMGN1"
"540","ENST00000493263.1","chr20",2102374,2102829,456,"*","Promoter (<=1kb)",20,2102891,2177038,74148,1,"140901",-62,140901,"STK35"
"541","ENST00000493363.1","chrY",12904849,12905191,343,"*","Promoter (<=1kb)",24,12904849,12909696,4848,1,"8653",0,8653,"DDX3Y"
"542","ENST00000493515.1","chr3",123478821,123479136,316,"*","Distal Intergenic",3,123499291,123500693,1403,2,"201562",21557,201562,"HACD2"
"543","ENST00000493582.5","chr2",239401443,239401695,253,"*","Promoter (<=1kb)",2,239094574,239401654,307081,2,"9759",0,9759,"HDAC4"
"544","ENST00000493798.1","chr11",64270755,64271402,648,"*","Promoter (<=1kb)",11,64270269,64271868,1600,2,"572",466,572,"BAD"
"545","ENST00000494120.1","chr1",37692038,37692487,450,"*","Promoter (<=1kb)",1,37681570,37692216,10647,2,"54955",0,54955,"AIRIM"
"546","ENST00000494221.1","chr7",100127230,100127491,262,"*","Promoter (<=1kb)",7,100115214,100127139,11926,2,"6878",-91,NA,""
"547","ENST00000494720.5","chr2",218263823,218264065,243,"*","Promoter (1-2kb)",2,218264181,218265921,1741,2,"14",1856,14,"AAMP"
"548","ENST00000494762.2","chr1",236713696,236714887,1192,"*","Intron (ENST00000651187.1/88, intron 2 of 4)",1,236718904,236737202,18299,1,"88",-4017,88,"ACTN2"
"549","ENST00000495627.2","chr3",49724281,49724768,488,"*","Promoter (<=1kb)",3,49721530,49723973,2444,2,"29925",-308,29925,"GMPPB"
"550","ENST00000496152.1","chr3",49021865,49022087,223,"*","Promoter (<=1kb)",3,49022113,49023287,1175,1,"25915",-26,25915,"NDUFAF3"
"551","ENST00000496363.5","chr1",161045727,161045955,229,"*","Promoter (<=1kb)",1,161040440,161045912,5473,2,"7391",0,7391,"USF1"
"552","ENST00000496696.5","chr7",99408707,99408996,290,"*","Promoter (<=1kb)",7,99408969,99417598,8630,1,"8896",0,8896,"BUD31"
"553","ENST00000496839.5","chr9",136802865,136803127,263,"*","Promoter (2-3kb)",9,136805362,136807681,2320,1,"84960",-2235,84960,"CCDC183"
"554","ENST00000497495.1","chr3",113274379,113274696,318,"*","Promoter (<=1kb)",3,113274470,113279338,4869,1,"91653",0,91653,"BOC"
"555","ENST00000497675.2","chr1",2189384,2189788,405,"*","3' UTR",1,2189544,2194108,4565,2,"199990",4320,199990,"FAAP20"
"556","ENST00000498321.1","chr2",1222685,1222906,222,"*","Intron (ENST00000308624.10/54221, intron 9 of 16)",2,1209129,1220057,10929,1,"54221",13556,54221,"SNTG2"
"557","ENST00000498346.1","chr1",156401411,156401852,442,"*","Distal Intergenic",1,156404264,156408091,3828,2,"10485",6239,10485,"MIR9-1HG"
"558","ENST00000498623.6","chr3",9792463,9792682,220,"*","Promoter (<=1kb)",3,9792495,9806442,13948,1,"10093",0,10093,"ARPC4"
"559","ENST00000498689.5","chr20",56392330,56392616,287,"*","Promoter (<=1kb)",20,56392371,56395937,3567,1,"1477",0,1477,"CSTF1"
"560","ENST00000502597.2","chr11",72112441,72112804,364,"*","Promoter (<=1kb)",11,72106378,72112704,6327,2,"25906",0,25906,"ANAPC15"
"561","ENST00000503300.5","chr4",674399,674562,164,"*","Promoter (<=1kb)",4,674503,682027,7525,1,"4636",0,4636,"MYL5"
"562","ENST00000503537.1","chr5",14634182,14634575,394,"*","Distal Intergenic",5,14651941,14653329,1389,2,"106635684",18754,NA,"EEF1A1P13"
"563","ENST00000503656.1","chr5",1272787,1273413,627,"*","Intron (ENST00000484238.6/7015, intron 4 of 10)",5,1264248,1266524,2277,2,"7015",-6263,7015,"TERT"
"564","ENST00000504041.1","chr5",165676,166113,438,"*","Promoter (2-3kb)",5,169053,182589,13537,1,"153478",-2940,153478,"PLEKHG4B"
"565","ENST00000504102.6","chr17",49677655,49678178,524,"*","Promoter (<=1kb)",17,49598884,49678097,79214,2,"8405",0,8405,"SPOP"
"566","ENST00000504434.1","chr5",176537511,176537878,368,"*","Promoter (<=1kb)",5,176531882,176537880,5999,2,"22838",2,22838,"RNF44"
"567","ENST00000504520.6","chr4",82900837,82901083,247,"*","Promoter (<=1kb)",4,82893009,82900960,7952,2,"100499177",0,NA,"THAP9-AS1"
"568","ENST00000504625.1","chr5",344453,344674,222,"*","Promoter (<=1kb)",5,343528,353911,10384,1,"57491",925,57491,"AHRR"
"569","ENST00000505068.5","chr4",70839972,70840380,409,"*","Promoter (<=1kb)",4,70819531,70839897,20367,2,"2926",-75,2926,"GRSF1"
"570","ENST00000505529.1","chr4",7693521,7693715,195,"*","Intron (ENST00000507866.6/57537, intron 11 of 26)",4,7734280,7740720,6441,1,"57537",-40565,57537,"SORCS2"
"571","ENST00000505800.1","chr4",555105,555323,219,"*","Distal Intergenic",4,537291,539523,2233,1,"54872",17814,54872,"PIGG"
"572","ENST00000505810.5","chr5",149551603,149551857,255,"*","Promoter (<=1kb)",5,149551947,149601231,49285,1,"389337",-90,389337,"ARHGEF37"
"573","ENST00000505896.5","chr5",49601648,49601913,266,"*","Distal Intergenic",5,50398027,50411998,13972,2,"133418",810085,133418,"EMB"
"574","ENST00000505896.5","chr5",49658868,49659133,266,"*","Distal Intergenic",5,50398027,50411998,13972,2,"133418",752865,133418,"EMB"
"575","ENST00000505896.5","chr5",49661163,49661480,318,"*","Distal Intergenic",5,50398027,50411998,13972,2,"133418",750518,133418,"EMB"
"576","ENST00000505896.5","chr5",49666305,49667057,753,"*","Distal Intergenic",5,50398027,50411998,13972,2,"133418",744941,133418,"EMB"
"577","ENST00000505896.5","chr5",48529040,48529263,224,"*","Distal Intergenic",5,50398027,50411998,13972,2,"133418",1882735,133418,"EMB"
"578","ENST00000505896.5","chr5",49446326,49446537,212,"*","Distal Intergenic",5,50398027,50411998,13972,2,"133418",965461,133418,"EMB"
"579","ENST00000505896.5","chr5",49659508,49660268,761,"*","Distal Intergenic",5,50398027,50411998,13972,2,"133418",751730,133418,"EMB"
"580","ENST00000505896.5","chr5",48113282,48113723,442,"*","Distal Intergenic",5,50398027,50411998,13972,2,"133418",2298275,133418,"EMB"
"581","ENST00000507371.5","chr6",166783891,166784132,242,"*","Intron (ENST00000510118.5/6196, intron 2 of 22)",6,166504599,166757911,253313,2,"6196",-25980,6196,"RPS6KA2"
"582","ENST00000507372.1","chr4",49102533,49102869,337,"*","Distal Intergenic",4,49028692,49031276,2585,1,"80157",73841,80157,"CWH43"
"583","ENST00000507372.1","chr4",49092940,49093379,440,"*","Distal Intergenic",4,49028692,49031276,2585,1,"80157",64248,80157,"CWH43"
"584","ENST00000507372.1","chr4",49154578,49154826,249,"*","Distal Intergenic",4,49028692,49031276,2585,1,"80157",125886,80157,"CWH43"
"585","ENST00000507372.1","chr4",49094595,49094988,394,"*","Distal Intergenic",4,49028692,49031276,2585,1,"80157",65903,80157,"CWH43"
"586","ENST00000507372.1","chr4",49098199,49099094,896,"*","Distal Intergenic",4,49028692,49031276,2585,1,"80157",69507,80157,"CWH43"
"587","ENST00000507372.1","chr4",49149517,49149712,196,"*","Distal Intergenic",4,49028692,49031276,2585,1,"80157",120825,80157,"CWH43"
"588","ENST00000507372.1","chr4",49118732,49119510,779,"*","Distal Intergenic",4,49028692,49031276,2585,1,"80157",90040,80157,"CWH43"
"589","ENST00000507372.1","chr4",49144354,49145053,700,"*","Distal Intergenic",4,49028692,49031276,2585,1,"80157",115662,80157,"CWH43"
"590","ENST00000507372.1","chr4",49123161,49123544,384,"*","Distal Intergenic",4,49028692,49031276,2585,1,"80157",94469,80157,"CWH43"
"591","ENST00000507372.1","chr4",49109541,49109924,384,"*","Distal Intergenic",4,49028692,49031276,2585,1,"80157",80849,80157,"CWH43"
"592","ENST00000507372.1","chr4",49710658,49711826,1169,"*","Distal Intergenic",4,49028692,49031276,2585,1,"80157",681966,80157,"CWH43"
"593","ENST00000507418.6","chrX",156030430,156030691,262,"*","Promoter (2-3kb)",23,156025664,156027877,2214,2,"727856",-2553,NA,"DDX11L16"
"594","ENST00000508384.5","chr1",2414500,2414811,312,"*","Promoter (<=1kb)",1,2408530,2413797,5268,2,"5192",-703,5192,"PEX10"
"595","ENST00000508947.1","chr4",44678543,44678866,324,"*","Promoter (<=1kb)",4,44649984,44678556,28573,2,"285525",0,285525,"YIPF7"
"596","ENST00000509156.5","chr5",43121205,43121445,241,"*","Promoter (<=1kb)",5,43121508,43175288,53781,1,"7690",-63,7690,"ZNF131"
"597","ENST00000509532.5","chr4",106316274,106316526,253,"*","Promoter (<=1kb)",4,106251984,106316266,64283,2,"93627",-8,93627,"TBCK"
"598","ENST00000509782.1","chr4",59519081,59519416,336,"*","Distal Intergenic",4,59013573,59046959,33387,1,"105377247",505508,105377247,"LINC02429"
"599","ENST00000510013.1","chr5",134926844,134927120,277,"*","Exon (ENST00000498999.2/ENST00000498999.2, exon 1 of 1)",5,134908830,134959095,50266,1,"84105",18014,84105,"PCBD2"
"600","ENST00000510506.5","chr4",3955505,3955767,263,"*","Promoter (<=1kb)",4,3943274,3955419,12146,2,"348926",-86,NA,"FAM86EP"
"601","ENST00000510757.1","chr5",14347087,14347300,214,"*","Intron (ENST00000698541.1/7204, intron 11 of 36)",5,14387343,14387950,608,1,"7204",-40043,7204,"TRIO"
"602","ENST00000511199.1","chr4",7363543,7363985,443,"*","Intron (ENST00000507866.6/57537, intron 1 of 26)",4,7381898,7661529,279632,1,"57537",-17913,57537,"SORCS2"
"603","ENST00000511385.1","chr4",187304489,187304848,360,"*","Exon (ENST00000511385.1/339975, exon 3 of 4)",4,187304083,187309682,5600,2,"339975",4834,NA,""
"604","ENST00000512382.1","chr7",263245,263647,403,"*","Distal Intergenic",7,256195,257453,1259,1,"56975",7050,56975,"FAM20C"
"605","ENST00000512455.6","chr19",34677386,34677630,245,"*","Promoter (<=1kb)",19,34677639,34683049,5411,1,"55900",-9,55900,"ZNF302"
"606","ENST00000512547.1","chr4",181239509,181239844,336,"*","Distal Intergenic",4,181261161,181265029,3869,2,"101928679",25185,NA,"LINC02500"
"607","ENST00000513250.1","chr5",1333151,1333377,227,"*","Promoter (<=1kb)",5,1323833,1332338,8506,2,"81037",-813,81037,"CLPTM1L"
